PMF_m/z	HOA	BBOA	OOA1_BB	OOA2_BB-aq	OOA3
65.0391	0.00644951	0.007037685	0.00371714	0.00351205	0.00250738
66.0106	1.79535E-05	0.000896907	0.000817543	0.000690335	0.000567178
66.047	0.00280075	0.00299057	0.00154875	0.00148045	0.00130482
67.0184	6.41104E-12	0.001134962	0.000881989	0.00118099	0.00146059
67.0548	0.0348947	0.011446605	0.0036727	0.00546535	0.00389664
67.9898	2.69912E-11	0.000155327	0.00025249	0.000351735	0.000824199
68.0262	1.06986E-10	0.004287346	0.00312623	0.00366893	0.00226237
68.05	0.000615911	0	0	1.61E-04	0.0010692
68.0626	0.0104437	0.003352911	0.00114039	0.00108448	0.000837925
68.9977	6.81156E-11	0.002217039	0.00152343	0.00314862	0.00290777
69.034	0.000735958	0.007004308	0.00284388	0.00479686	0.00409003
69.0704	0.0485442	0.01117246	0.00576222	0.00374522	0.00218843
70.0055	3.77977E-10	0.000593918	0.000301493	0.000834936	0.00132913
70.0419	6.35658E-11	0.003973429	0.00241491	0.00198705	0.00194572
70.0782	1.09E-02	0.001989705	0.00546236	0.000797732	0.000854583
71.0133	2.85801E-11	0.004438526	9.57E-04	0.00335686	0.00358179
71.0497	0.000814213	0.004018688	0.00153734	0.00346038	0.00392125
71.0861	0.0349757	0.00317548	0.00500697	0.00147324	0.000291588
72	1.4314E-10	1.04398E-06	4.44127E-06	0	7.24282E-06
72.0211	1.55852E-05	0.001519709	0.000513197	0.00157496	0.000978011
72.0436	0	0.000389215	1.61371E-05	0	0.000521836
72.0575	0.000064709	0.000406895	0.00150221	0.000510853	0.000791093
72.0939	1.97E-11	0.000111327	0.00104441	1.65035E-05	0.00010577
73.0078	2.16899E-10	0	3.62556E-05	0	2.81443E-05
73.029	6.35398E-10	0.010302869	0.00250588	0.00265253	0.00146319
73.0402	1.25972E-05	0.003090188	0.00416773	0.0016126	0
73.0653	6.36157E-05	0.000669645	0.00142684	0.000105485	0.000988756
74.0156	0.000853156	0.001149133	0.000602155	0.000749555	0.00108291
74.0368	0.000281084	0.002831076	0.00142664	0.00152931	0.00100948
74.0732	1.48637E-05	0.000129806	0.000551601	4.00543E-05	0.000224906
74.9956	0	1.53612E-05	0	1.16E-05	0.000269857
75.0235	0.000648928	0.001752662	0.0009176	0.000942923	0.000814354
75.0446	2.81704E-11	0.000772063	0.000607239	0.00032211	0.000348014
75.9441	1.19047E-09	1.52101E-05	5.06021E-05	3.51355E-05	1.17175E-05
76.0035	0	9.9783E-05	4.94141E-05	1.33748E-05	0.000240904
76.016	1.05726E-09	0	0	0.000001359	0.000460177
76.0313	0.00106236	0.002461656	0.00141513	0.00168939	0.00123438
77.0391	0.00881227	0.008436811	0.00488426	0.00433572	0.00268837
77.0603	9.88732E-12	0.001762199	1.98E-03	4.14E-04	0.000231209
77.9775	0.00E+00	5.18097E-05	0.000139111	0.000133838	8.88599E-05
78.047	0.00367384	3.51E-03	1.67E-03	1.25E-03	9.79E-04
78.9854	2.99E-10	0.000155725	0.000621842	0.000494924	0.000184117
79.0184	4.75119E-11	0.000628358	1.83E-04	0.000234006	0.00076227
79.0548	0.0176477	0.00772814	0.00303274	0.00410735	0.00313258
80.0262	0.000231479	0.001176705	0.000930371	0.00106546	0.000842748
80.0626	0.00410015	0.002152857	0.000444307	0.000521736	0.000831012
81.034	0.000282863	0.003589044	0.00134898	0.00196612	0.00188019
81.0704	0.0274049	0.007539889	0.00258175	0.00300164	0.00170801
82.0055	9.16682E-08	0.000519422	0.000347523	0.00104383	0.000929028
82.0419	0.000292886	0.00219007	0.00138311	0.00152921	0.00153723
82.0782	0.00670164	0.002239314	0.00144996	0.00058454	0.000611969
83.0133	1.11153E-11	0.001038372	0.000675629	0.00168839	0.00112733
83.0497	0.000457841	0.002808992	0.00207531	0.00255251	0.00292578
83.0861	0.0242591	0.004644282	2.65E-03	0.00130444	0.000287656
84	3.74559E-06	0	0	0	1.41867E-06
84.0211	2.69602E-11	0.001515888	0.000881799	0.0015287	0.00112463
84.0575	1.17908E-10	0.001933187	0.00131855	0.000582608	0.000988666
84.0813	0.00194115	0.000132441	0.000448311	0	0.000230129
84.0939	0.000149036	0.001545529	0.00421958	0	0
85.029	1.34097E-10	0.003929788	8.97E-04	3.00E-03	3.16E-03
85.0653	5.17E-04	0.001477687	5.52E-04	9.48E-04	1.60E-03
85.1017	0.017244	0.001599042	0.0005618	0.000587794	0
86.0156	0.000250646	0.00035142	0.000400699	0.000117589	0.000500696
86.0368	7.40075E-11	0.00120602	4.98E-04	8.87E-04	0.000874933
86.0732	1.15E-04	0.000181868	0.0013796	0.000225366	0.000415066
86.1096	3.4517E-06	3.6612E-05	1.18E-03	9.44795E-05	0
86.9956	6.40484E-05	0.000108273	0.00E+00	0.000267205	0.000442379
87.0235	0.000276847	0.000667132	0	0.000470956	8.63E-04
87.0446	2.84E-04	0.002135055	0.00116031	0.000937276	0.00099529
87.081	4.14831E-05	0.000233217	1.32E-03	0.000119982	0.000272168
88.0313	2.00E-04	0.000837984	2.79E-05	0.000242436	0.000279392
88.0524	0.000119447	0.000403335	0.000511576	0.000130124	0.000261954
88.0888	0	0	0.00108795	0	0.000125599
89.0027	8.37627E-06	2.08033E-06	7.25643E-06	4.90559E-06	4.85649E-06
89.0113	0	1.96361E-05	3.29087E-06	0	0
89.0239	5.79807E-11	7.27682E-05	0	0	0.00103699
89.0391	0.00093382	0.002596086	0.000847579	0.00109369	0.000236091
89.0603	8.10236E-12	0.00052752	0.000519833	0	0.000262154
90.047	0.000282903	0.001066047	0.000526999	0.000585551	0.000380159
91.0548	0.0145579	0.008748929	0.00373986	0.00379668	0.00202025
92.0262	2.72191E-11	0.000708375	0.000310471	0.00033916	0.000433525
92.0626	0.00247718	0.001206258	0.000512857	0.000503304	0.000447211
93.034	8.82736E-12	0.000844462	0.000306487	0.000387758	0.000471883
93.0704	0.00978469	0.003851358	0.00135578	0.0018595	0.00114354
94.0089	8.25865E-07	7.50468E-05	0.000102379	4.77424E-05	0.000231699
94.0419	1.09943E-10	0.001941797	0.000965592	0.000522467	0.000545477
94.0782	0.002436	0.001118277	0.000426962	0.000314061	0.000455485
95.0133	2.38854E-11	0.001379433	0.00101178	0.000757755	0.000341181
95.0497	0.000116799	0.002703834	0.000907081	0.00158217	0.00179825
95.0861	0.0183742	0.004467766	0.00161771	0.00179121	0.000620573
96	1.5876E-11	0.000321769	0.000335102	0.000327146	0.00042378
96.0297	0	0.001361037	0.000689171	0.0011044	0.000506419
96.0575	4.47658E-11	0.000967362	0.000337925	0.000416922	0.000835664
96.0939	0.00176877	0.001286183	0.00132215	0.000132727	6.52998E-05
97.0078	3.4468E-06	0	0	1.22915E-06	1.17976E-06
97.029	3.94086E-11	0.002383374	0.00112488	0.00195981	0.00125749
97.0653	5.7518E-11	0.001886252	0.000455887	0.00092365	0.00153022
97.1017	0.0155552	0.002204011	0.000613585	0.00070338	0
98.0156	8.68566E-06	0.000302389	0.000867536	0.00143369	0.000692127
98.0368	1.50625E-11	0.001541749	0.000132536	0.00011036	0.00074266
98.0732	0.000701272	0.001345487	0.000438242	0.000366202	0.000362241
98.1096	0.00111522	0.000251676	0.000474303	0	4.13145E-05
98.9956	0	0.000244077	9.21273E-05	0.00066077	0.000590929
99.0235	9.09777E-05	0.000465371	0	0.000729822	0.000876053
99.0446	6.56533E-11	0.001833463	0.000464935	0.00117699	0.0016994
99.081	0.000200051	0.00061161	0.000278943	0.000303078	0.000619382
99.1174	0.00269213	0.000163171	0.000254422	0.000112283	0
100.004	3.85712E-05	6.70729E-05	4.05784E-06	0.000315322	0.000330436
100.031	9.3354E-11	0.000624079	0	0.0001606	0.000528859
100.052	6.36137E-11	0.000530429	0.000294076	0.000291234	0.000378719
100.089	1.40492E-06	8.14072E-05	0.000292045	2.52007E-05	0.000131392
101.024	2.66624E-06	0.000630509	0	0.00065215	0.00122388
101.039	0.000119447	0.001020644	0.000187994	0.000070322	0.000111913
101.06	1.10713E-10	0.000704678	0.000783593	0.000202469	0.000542666
101.097	1.20706E-05	8.74385E-05	0.000182649	1.77199E-05	8.30562E-05
102.011	3.72441E-06	7.93836E-07	0	7.56113E-07	0
102.019	0	0.000268385	0.000182909	4.89888E-05	0.000422629
102.047	0.000505948	0.001763072	0.00100988	0.000627931	0.000255991
102.068	1.11922E-11	0.000167918	0.000165945	8.40242E-06	0.000116175
102.104	1.52574E-06	5.06343E-05	5.33835E-05	0	3.01252E-05
103.018	1.53583E-09	0.000190346	8.42535E-05	0.000134299	0.000598402
103.055	0.00162147	0.002389577	0.0011422	0.000882622	0.000568038
104.026	2.08615E-11	0.000418894	0.000555464	0.000614656	0.000818516
104.063	0.00153213	0.001102005	0.000484122	0.000415811	0.000394916
105.034	2.83183E-12	0.001119661	0.000764066	0.00103392	0.0010594
105.07	0.0081898	0.003703199	0.00104711	0.0011871	0.000365693
106.042	2.57921E-11	0.000934045	0.000648876	0.000211009	0.000230349
106.078	0.00167463	0.000766578	0.000370753	0.000196222	0.000225266
107.013	2.47838E-05	0.000169982	0.00016085	0.000041497	0.000196713
107.05	1.62837E-11	0.002081067	0.000829123	0.000377956	0.000397447
107.086	0.0053144	0.00234982	0.000991785	0.000791835	0.000421589
108.021	2.8752E-11	0.000525992	0.000327896	0.000215815	0.000137055
108.058	0.000151125	0.000940729	0.000395215	0.000344707	0.000507589
108.094	0.00122005	0.000562433	0.000423199	0.000212711	0.000171541
109.029	1.19507E-11	0.00119894	0.000567245	0.000536764	0.000289897
109.065	3.26523E-05	0.001275165	0.000501027	0.000776907	0.00113814
109.102	0.00912915	0.001965838	0.00075672	0.000802828	0.000161166
110.016	3.21836E-05	1.61193E-05	6.13505E-06	7.34087E-05	0.000308796
110.037	5.92038E-11	0.001210195	0.000473603	0.000554224	0.000277961
110.073	8.42734E-05	0.000606719	0.00028665	0.000226237	0.000395236
110.11	0.00113811	0.000298277	0.000203487	7.87039E-05	3.41401E-05
111.023	2.66095E-05	0.000140057	0.000140242	0.00015258	0.000370405
111.045	1.91487E-11	0.001196073	0.00110927	0.00100909	0.00102839
111.081	0.00028805	0.000793859	0.00032067	0.000476092	0.00072056
111.117	0.00539285	0.000569182	0.000210554	0.000282944	0
112.004	3.48048E-06	5.43689E-05	0.000148239	0.000129102	0.00016869
112.031	5.13952E-06	0.000346322	0.000188594	0.000197553	0.000239463
112.052	4.95265E-11	0.000514709	0.000280434	0.000315102	0.000373526
112.089	7.06478E-05	0.000291112	0.000152363	7.38592E-05	0.000165518
112.125	0.000555733	4.13538E-05	0.000585711	1.39324E-05	9.48848E-05
113.024	7.11445E-12	0.000236807	0	0.000538796	0.000838005
113.039	6.74331E-05	0.000789246	0.000269095	0	0
113.06	7.99184E-11	0.000692135	0.000266132	0.000340782	0.000692217
113.133	0.00138114	5.96721E-05	0.000110306	6.73886E-05	1.35324E-05
114.019	3.79256E-06	1.10392E-05	0	0	7.50534E-05
114.032	2.84032E-11	0.000266621	0	8.03168E-06	0
114.047	4.08885E-05	0.000419399	0.000377899	2.09748E-05	0.000335978
114.068	1.09414E-10	0.000329806	0	9.28276E-05	0.000135984
114.104	8.40715E-06	4.01622E-05	2.12365E-05	0	6.58581E-05
115.055	0.00274899	0.00414139	0.00164423	0.00133267	0.000260623
140.047	0	0.000276871	0	0	0.000555952
156.042	0	0.000147583	4.86494E-05	2.32855E-05	8.10973E-05
