		
		
		
		
		
		
0.000590696	0.000797067	0.0091201
0.00370257	0.00498245	0.0569977
0.0147604	0.0199352	0.227997
		
		
		
		
		
0.000718865	0.00104308	0.000520973
0.00183958	0.00249754	0.00354617
0.00901524	0.010452	0.0225907
0.0416258	0.0493891	0.0507956
		
0.036657	0.0938728	0.116316
0.00159177	0.00405142	0.00103432
0.00278453	0.0385912	0.0272574
		
		
		
		
		
0.00198093	0.00292086	0.00414341
0.00382306	0.00596921	0.00649609
		
		
0.0940486	0.0503804	0.0144833
0.023433	0.0321825	0.0243701
0.124065	0.106415	0.0485717
0.0147604	0.0199352	0.227997
2.81E-03	0.0211874	0.018672
		
		
0.00042644	0.000570671	0.00135891
0.000487967	0.00131434	0.00060207
0.00275855	0.00487935	0.00471569
0.00453713	0.00957944	0.00661428
0.00289608	0.0054218	0.00413409
0.00989549	0.0135764	0.00902921
0.0111096	0.00877109	0.00433916
0.0854804	0.0508045	0.00938377
0.0243015	0.0207591	0.00539083
0.0812293	0.0519319	0
0.00766722	0.00788104	0.0046531
0.0017097	0.00432456	0.0043102
0.00220751	0.0434527	0.0136161
0.00136797	0.00705298	0.00237386
0.000900248	0.0024262	0.00179449
0.00245462	0.00541216	0.00309957
0.00349825	0.00476831	0.0033112
0.0099341	0.00973417	0.00440974
0.00311559	0.00450751	0.00242792
0.0315014	0.0146341	0.000993107
0.0110358	0.0090238	0.00367268
0.0462514	0.0286697	0.00298005
0.0147442	0.0116456	0.00170384
3.58E-02	0.0194388	0.000690924
0.0031549	0.00433477	0.00135085
0.00286964	0.0227659	0.00558758
0.00128541	0.00608919	0.00234749
0.00102535	0.00307119	0.00163832
0.00137794	0.00294894	0.00190921
0.00861843	0.0109171	0.00446301
0.00402262	0.00462848	0.0019487
0.0153727	0.00982521	0.00218413
0.00300369	0.00325356	0.000614288
0.0275426	0.0138012	0.000346694
0.00945368	0.00644089	0.00152756
0.0270869	0.0121182	0
0.00889685	0.00599672	0.00110673
0.0203566	0.0107228	0.000367268
0.00230805	0.00306012	0.00104727
0.00110202	0.00425408	0.00209281
0.000312533	0.0017842	0.000792462
0.00109316	0.00423352	0.00187945
0.000415493	0.00157346	0.00099061
0.0126778	0.0110982	0.00263785
0.00299789	0.00314777	0.00104388
0.00975286	0.00652868	0.000806411
0.00357073	0.00430102	0.000931718
0.0226143	0.0126925	0
0.00589269	0.00505492	0.00120291
0.0183818	0.0105554	0.000345295
0.00563179	0.00412985	0.000909879
0.00461448	0.00406291	0.00230877
0.00105708	0.00142654	0.00110373
