PMF_Time_Start_UTC	PMF_Time_Stop_UTC	HOA	BBOA	OOA1_BB	OOA2	OOA3_BB-aq
07/05/2013 8:08	07/05/2013 8:13	0.242466913	0.182203673	0.437840846	0.88120781	0.311954707
07/05/2013 8:13	07/05/2013 8:17	0.236785672	0.043152115	0.495192648	0.932355367	0.239700719
07/05/2013 8:17	07/05/2013 8:22	0.201286084	0.085459095	0.450843236	0.953267392	0.267978368
07/05/2013 8:22	07/05/2013 8:27	0.278557782	0.173378114	0.481731343	0.935343579	0.28593923
07/05/2013 8:27	07/05/2013 8:31	0.23664417	0.078634792	0.529217581	0.88031401	0.300386
07/05/2013 8:31	07/05/2013 8:36	0.203444625	0.069829112	0.462578446	1.005648111	0.279163845
07/05/2013 8:36	07/05/2013 8:41	0.163338636	0.12305342	0.506970219	0.888907299	0.352964829
07/05/2013 8:41	07/05/2013 8:45	0.167448044	0.054411383	0.489076554	1.022205362	0.316364276
07/05/2013 8:45	07/05/2013 8:50	0.156073751	0.106151062	0.482525534	0.830280578	0.359084299
07/05/2013 8:50	07/05/2013 9:46	0.145365912	0	0.549800375	1.09549447	0.627051144
07/05/2013 9:46	07/05/2013 9:51	0.126456333	0.094291764	0.585481402	1.034068905	0.622518439
07/05/2013 9:51	07/05/2013 9:55	0.131602376	0.16626079	0.576323186	1.007676973	0.603915236
07/05/2013 9:55	07/05/2013 10:00	0.168830256	0.167997618	0.562880683	1.095417907	0.655946
07/05/2013 10:00	07/05/2013 10:05	0.16507455	0.139289964	0.558921636	1.13084801	0.698969912
07/05/2013 10:05	07/05/2013 10:09	0.21646632	0.156283914	0.596732652	1.053730837	0.675906545
07/05/2013 10:09	07/05/2013 10:14	0.1685225	0.102965209	0.533793738	1.102548242	0.659258147
07/05/2013 10:14	07/05/2013 10:19	0.153602584	0.105488043	0.501533291	1.132447165	0.641713926
07/05/2013 10:19	07/05/2013 10:23	0.141174697	0.066880138	0.561625359	1.142171702	0.669100886
07/05/2013 10:23	07/05/2013 10:28	0.140476655	0.116595524	0.432168628	1.211256784	0.621440332
07/05/2013 10:28	07/05/2013 10:33	0.208625758	0.096414431	0.427408778	1.182713537	0.66709631
07/05/2013 10:33	07/05/2013 10:37	0.16183807	0.117144671	0.499779792	1.139851488	0.669270241
07/05/2013 10:37	07/05/2013 10:42	0.176946396	0.214860953	0.442255019	1.186667076	0.656805048
07/05/2013 10:42	07/05/2013 10:47	0.134256357	0.093559973	0.544710043	1.199121898	0.626280058
07/05/2013 10:47	07/05/2013 10:51	0.17829873	0.180386745	0.63336183	1.043541361	0.674802557
07/05/2013 10:51	07/05/2013 10:56	0.166544601	0.123096339	0.46375984	1.260741292	0.684852435
07/05/2013 10:56	07/05/2013 11:01	0.209017018	0.11516783	0.505844054	1.152143655	0.61194687
07/05/2013 11:01	07/05/2013 11:05	0.205448321	0.115707987	0.53821958	1.180982022	0.685595427
07/05/2013 11:05	07/05/2013 11:10	0.178167776	0.155689287	0.590182663	1.22644772	0.722261616
07/05/2013 11:10	07/05/2013 11:22	0.150946676	0.148544699	0.577408054	1.17741214	0.668051598
07/05/2013 11:22	07/05/2013 11:26	0.243383091	0.189541218	0.568900061	1.144931674	0.831877851
07/05/2013 11:26	07/05/2013 11:31	0.189625101	0.145709979	0.573143701	1.172378517	0.732572308
07/05/2013 11:31	07/05/2013 11:36	0.207979296	0.177752588	0.502109731	1.220047619	0.802797101
07/05/2013 11:36	07/05/2013 11:40	0.201233487	0.184403273	0.512795208	1.198742099	0.768370419
07/05/2013 11:40	07/05/2013 11:45	0.206581267	0.18043899	0.48477735	1.261555289	0.683725626
07/05/2013 11:45	07/05/2013 11:50	0.241099421	0.251869692	0.466732159	1.287444543	0.80804707
07/05/2013 11:50	07/05/2013 11:54	0.198509317	0.196895047	0.509845517	1.232204704	0.738070818
07/05/2013 11:54	07/05/2013 11:59	0.420013391	0.158509039	0.50428735	1.198015076	0.729026545
07/05/2013 11:59	07/05/2013 12:04	0.205010714	0.14370816	0.563760727	1.29530173	0.762192174
07/05/2013 12:04	07/05/2013 12:08	0.265032355	0.185809295	0.538666239	1.221586181	0.832669127
07/05/2013 12:08	07/05/2013 12:13	0.269325101	0.213269445	0.483556299	1.207797359	0.75714347
07/05/2013 12:13	07/05/2013 12:18	0.23892401	0.289790565	0.462419903	1.193744893	0.767761149
07/05/2013 12:18	07/05/2013 12:22	0.362707908	0.261719029	0.488257735	1.316702872	0.793063796
07/05/2013 12:22	07/05/2013 12:27	0.278969883	0.281851193	0.4954927	1.316478638	0.810186951
07/05/2013 12:27	07/05/2013 12:32	0.268097459	0.180046098	0.527127434	1.351187797	0.796792676
07/05/2013 12:32	07/05/2013 12:36	0.203178194	0.223457836	0.528083784	1.288925103	0.82316885
07/05/2013 12:36	07/05/2013 12:41	0.2353464	0.207658276	0.512890923	1.317219956	0.799411888
07/05/2013 12:41	07/05/2013 12:46	0.268775118	0.262857338	0.41604563	1.171875178	0.707255485
07/05/2013 12:46	07/05/2013 12:50	0.185408741	0.184474638	0.485935236	1.208874547	0.733645833
07/05/2013 12:50	07/05/2013 12:55	0.201720445	0.220232887	0.369474068	1.243715249	0.709639048
07/05/2013 12:55	07/05/2013 13:00	0.155639322	0.185900375	0.384513523	1.297375699	0.704620928
07/05/2013 13:00	07/05/2013 13:04	0.136358534	0.17048549	0.412653153	1.245784837	0.650254124
07/05/2013 13:04	07/05/2013 13:09	0.147625066	0.077622418	0.427399008	1.27715345	0.635772064
