PMF_Time_Start_UTC	PMF_Time_Stop_UTC	HOA	COA	BBOA	OOA1	OOA2
19/01/2021 21:50	19/01/2021 21:54	0.74037729	0.478282063	1.725014914	0.924001489	1.91929575
19/01/2021 21:54	19/01/2021 21:59	0.808350519	0.422310965	1.621855509	0.937316559	2.055134674
19/01/2021 21:59	19/01/2021 22:04	0.919868788	0.468228715	1.705948298	0.902451633	2.045309709
19/01/2021 22:04	19/01/2021 22:08	0.935995884	0.397416383	1.838948343	0.750799228	2.340260732
19/01/2021 22:08	19/01/2021 22:13	0.870109525	0.465457475	1.911834675	0.868860757	2.115564064
19/01/2021 22:13	19/01/2021 22:18	0.895338598	0.376690639	1.806923331	0.84496436	2.096023032
19/01/2021 22:18	19/01/2021 22:22	0.825437644	0.362340161	1.903767128	0.670834571	2.213021325
19/01/2021 22:22	19/01/2021 22:27	0.852561785	0.345321291	1.857248659	1.027633525	2.007482153
19/01/2021 22:27	19/01/2021 22:32	1.005043352	0.463882667	1.804802707	0.71182928	2.21598414
19/01/2021 22:32	19/01/2021 22:36	0.911556812	0.390789535	1.971969316	0.813343835	1.972931154
19/01/2021 22:36	19/01/2021 22:41	0.998585159	0.390845591	2.051665425	0.906721893	1.955740334
19/01/2021 22:41	19/01/2021 22:46	0.980945375	0.412155503	2.080904261	1.021491048	1.97872746
19/01/2021 22:46	19/01/2021 22:50	0.961323224	0.451767416	1.981385481	0.814304404	2.039894236
19/01/2021 22:50	19/01/2021 22:55	1.045808855	0.439592618	1.890744418	0.82774276	2.077829187
19/01/2021 22:55	19/01/2021 23:00	1.050543771	0.411016295	2.207359095	0.493783097	2.387751704
19/01/2021 23:00	19/01/2021 23:04	1.2066111	0.389216809	2.132075515	0.631711749	2.314854752
19/01/2021 23:04	19/01/2021 23:09	1.114431156	0.478180132	2.209048928	0.886021556	2.034809455
19/01/2021 23:09	19/01/2021 23:14	1.06593416	0.375545474	2.060870445	0.889673366	1.813872314
19/01/2021 23:14	19/01/2021 23:18	1.027153813	0.43264469	2.060258773	0.834067377	2.083467016
19/01/2021 23:18	19/01/2021 23:23	1.054449321	0.535855376	2.00971194	0.755047167	2.002908488
19/01/2021 23:23	19/01/2021 23:28	0.992890874	0.467531049	1.959405895	0.614018663	2.248631807
19/01/2021 23:28	19/01/2021 23:32	1.207545994	0.364945366	2.039351872	0.930969419	2.169754202
19/01/2021 23:32	19/01/2021 23:37	1.216020821	0.365745571	2.02464198	0.895477514	2.076697284
19/01/2021 23:37	19/01/2021 23:42	1.006857933	0.529878383	2.184297331	0.770630627	2.092332781
19/01/2021 23:42	19/01/2021 23:46	1.165012202	0.34651766	2.14291549	0.812162569	2.227122468
