PMF_m/z	HOA	COA	BBOA	OOA1	OOA2
77.0603	0.000404518	4.95146E-12	1.62282E-11	0.000689497	0.000200667
78.047	0.00218141	0.00586336	0.00321218	0.00265555	0.00244932
78.9854	9.27611E-05	0.000311773	0.000560672	0.000761695	0.0010376
79.0548	0.0137284	0.0186344	0.0155458	0.00631777	0.00585477
80.0262	4.26019E-05	0.00140262	0.00217519	0.000573192	0.0007033
80.0626	0.00313806	0.00385408	0.00397262	0.00137517	0.00130776
80.9977	3.57005E-05	0.000048286	5.59E-05	3.11E-04	0.000103582
81.034	0.00E+00	0.0043268	0.0061778	0.00241222	0.0026163
81.0704	0.0293514	1.28E-02	1.03E-02	2.78E-03	2.59E-03
81.9929	1.25E-05	8.18989E-06	9.48892E-06	1.44571E-05	3.22932E-05
82.0419	0.000287374	0.00294395	3.47E-03	0.00248355	0.00270986
82.0782	0.00600885	0.00328904	0.00294403	0.000894061	0.000810601
83.0133	1.03105E-05	0.000341045	0.00148839	0.000595689	0.000726082
83.0497	0.000111276	0.0063132	0.00914797	0.00290289	0.00306188
83.0861	0.0284711	0.00444449	0.00177057	0.000394354	0.000459763
84.0211	8.95015E-05	0.00257277	3.63732E-11	0.00100275	0.00122215
84.0575	0.000264937	0.0027597	0.00398522	0.00111139	0.00115583
84.0939	0.00298716	0.0013637	1.95105E-10	0.000167519	0.000190154
85.029	0.000280076	0.00304362	0.00545777	0.00296156	0.00321193
85.0653	0	0.00160394	0.00192839	0.00121409	0.0012094
85.1017	0.0191598	0.00119488	1.06547E-09	4.78455E-05	4.22501E-06
86.0116	4.52057E-05	3.28355E-05	3.80E-05	0.000185684	0.000133775
86.0242	0.000108818	4.61662E-05	5.34888E-05	1.82478E-05	0.000215187
86.048	0.000083579	6.14676E-05	7.12173E-05	0.00021035	0.000254608
86.0732	4.54103E-05	0.000028245	0.000063084	0.000228264	0.000226729
86.097	1.04574E-05	1.61181E-05	1.86747E-05	2.84823E-05	6.30698E-05
86.9956	2.74602E-05	1.26289E-05	0.000014632	1.32275E-05	4.56469E-05
87.0235	0.000205613	0.000868434	7.95E-04	1.97E-04	2.83E-04
87.0446	1.60E-04	0.00138089	2.29E-03	1.00E-03	1.09E-03
87.0684	1.38593E-05	5.10735E-05	5.91744E-05	0.000227842	0.000176846
88.0035	3.38315E-06	4.33011E-06	5.01693E-06	1.03519E-05	1.74284E-05
88.016	1.68909E-05	2.59834E-05	3.01E-05	8.90E-05	0.000133064
88.0399	1.60E-05	1.68396E-05	1.95105E-05	4.54269E-05	0.000048195
88.0524	5.49081E-05	5.27989E-05	6.12E-05	0.000269523	0.000251886
88.9697	5.43213E-07	2.68311E-06	3.11E-06	3.10085E-05	3.64585E-06
89.0027	4.55163E-06	3.23252E-06	3.74525E-06	2.39175E-05	3.65E-06
89.0391	5.87E-04	0.00345154	0.0022258	0.00107271	0.000827481
89.0603	0.000086809	5.37667E-12	8.19E-12	0.000111184	0.000103975
90.0065	2.55E-06	3.39058E-06	3.93E-06	2.78112E-05	7.33356E-06
90.0191	3.91746E-06	8.59387E-06	9.95699E-06	3.58667E-05	2.99509E-05
90.0317	2.00834E-05	4.03263E-05	0.000416019	9.36227E-06	0.000180561
90.047	0.00015965	0.00115866	0.000661792	0.000457709	0.000362183
90.0681	0.000026114	1.05846E-05	1.22635E-05	0.000043536	4.17652E-05
91.0548	0.00965015	0.0180692	0.0153144	0.00276571	0.00487326
91.0633	0.00130215	0.000219021	0.000253761	0.00289339	0.000132309
92.05	2.47135E-05	2.33191E-05	2.70178E-05	1.16259E-06	0.000124198
92.0626	0.00180699	0.0020779	0.00121436	0.00117842	0.000724458
93.0704	0.00938559	0.00729993	0.00637124	0.00190664	0.00174794
94.0419	0.0001435	0.00245301	0.00128379	0.00106441	0.00109579
94.0657	9.3671E-06	3.64728E-05	4.22579E-05	0.000101197	0.000149347
94.0782	0.00226253	0.00193962	0.00103222	0.000485461	0.000396357
95.0133	1.58799E-05	2.42962E-05	0.00066617	0.0003807	0.000398324
95.0497	2.10068E-05	0.00364821	0.00556738	0.00223726	0.00238024
95.0861	0.019608	0.0060653	0.00443553	0.00103004	0.000881212
95.9881	4.81324E-05	5.66297E-05	0.000065612	0.000108227	0.000271992
96.0086	0	7.23069E-05	8.37758E-05	0.000400875	0.000359553
96.0324	0.000101019	1.84729E-05	0.000021403	0	3.56831E-05
96.0575	0.000122694	0.00145934	0.000156742	0.00110903	0.00115428
96.0939	0.0028195	0.00183321	1.82094E-10	0.000236262	0.000226153
97.0078	8.08914E-05	1.56244E-05	1.81026E-05	2.89192E-06	0.000064989
97.029	0	0.00206145	2.63211E-05	0.00115499	0.00151493
97.0402	0.000149119	0.000046514	5.38918E-05	0.000149914	0.000134608
97.0653	0	8.83008E-05	0.0100876	0.00118205	0.0011285
97.1017	0.0173031	1.57237E-10	0.00505147	0.000128116	1.14261E-05
98.0156	8.35222E-05	1.38451E-05	7.90999E-11	0.000075796	0.000145523
98.0368	0.00015155	0.000264833	1.24182E-11	0.00118201	0.00144949
98.0732	0.000151008	0.00270195	6.31859E-11	0.000465666	0.000455074
98.9905	7.99445E-06	3.15334E-09	5.80939E-05	1.29289E-05	8.57103E-06
99.0082	8.44691E-06	1.82483E-10	3.10137E-05	0.000389922	0.000360811
99.032	5.64097E-05	2.07066E-05	2.39909E-05	0	6.19422E-05
99.0446	0.00020775	0.00168282	0.00406065	0.00223579	0.00218451
99.081	0.000130713	0.00114251	4.32005E-11	0.000335072	0.000344502
100.016	4.93381E-05	7.23607E-10	1.24482E-05	0.000263571	0.000380299
100.04	6.76162E-05	2.88257E-05	3.33978E-05	2.01153E-05	0.00011887
100.052	4.31937E-05	0.000219952	2.15481E-11	0.000530224	0.000478153
100.076	0.00002496	1.12895E-05	1.30802E-05	3.97604E-05	3.86978E-05
100.089	1.05997E-05	3.76859E-05	1.05362E-10	1.81682E-05	3.07881E-05
100.125	0.000015876	0.000028482	3.59978E-05	2.00284E-05	2.63369E-05
101.024	0.000103307	7.67846E-11	0.000318496	0.000846703	0.00128182
101.048	6.78578E-05	2.01445E-05	2.33397E-05	0	5.86849E-05
101.06	7.97769E-05	2.11392E-05	1.20884E-05	0.000479531	0.000505968
101.097	3.48918E-05	6.18547E-05	0.000273872	2.56396E-05	3.36382E-05
102.011	0	9.24121E-06	0.000010707	5.65615E-05	3.26706E-05
102.043	0.000184469	4.35723E-05	5.04835E-05	6.42372E-05	0.000140976
102.047	0	0.00195432	0.000838561	2.66948E-05	0
102.055	0.000180512	5.82268E-05	6.74624E-05	0.000327074	0.000239374
103.055	0.00102547	0.00298349	0.00238578	0.000977972	0.000926959
103.076	7.75159E-05	1.23049E-05	1.42566E-05	7.35484E-05	2.50102E-05
104.026	3.91598E-05	1.93144E-11	3.85786E-10	0.000218345	0.000238642
104.063	0.000699709	7.08547E-11	0.00161323	0.000256565	0.000188869
105.034	0.000024186	6.58294E-12	1.45984E-11	0.000674281	0.000648517
105.07	0.00762929	0.00346479	0.00440267	0.00158584	0.00128784
106.042	3.33902E-05	4.91213E-11	7.04797E-11	0.000353602	0.000404843
106.078	0.00156933	0.000402942	0.000340262	0.000474276	0.000401137
107.05	0.000155991	4.62014E-11	3.3459E-11	0.00103265	0.00111203
107.086	0.0057608	0.00208329	0.00239142	0.000791199	0.000694105
108.021	0	1.72298E-10	0.000223432	0.000133314	0.000153053
108.058	5.25608E-05	0.00120679	0.00145744	0.000743377	0.000708789
108.094	0.00137493	0.000919297	0.000779906	0.000241918	0.000210839
109.029	0	2.73921E-11	6.95191E-11	0.000368164	0.000428906
109.053	0.000199574	2.70019E-05	3.12848E-05	0	9.49536E-05
109.065	0	0.00206496	0.00286188	0.000992913	0.000938511
109.102	0.00955103	0.00230717	0.00165076	0.000416408	0.000351204
109.983	3.16593E-06	2.95047E-06	3.41845E-06	2.66484E-05	7.13067E-06
110	7.07895E-06	1.36464E-09	3.08242E-06	1.83613E-05	1.67386E-05
110.037	9.94554E-05	0.000741151	0.00145804	0.000581444	0.000694631
110.073	8.16409E-05	0.000533692	0.000618404	0.00040803	0.000399467
110.11	0.00106246	0.000431728	0.00040814	5.86846E-05	4.82637E-05
110.996	0	0.000013075	1.51489E-05	0.000102611	4.29844E-05
111.045	0.000207676	0.000511656	0.00143478	0.00130918	0.00151982
111.081	0.000052546	0.000797066	0.000485647	0.000604194	0.000548993
111.117	0.00549475	0.000153739	5.74355E-10	5.08127E-05	0.000034146
112.016	1.06209E-05	4.0523E-11	2.64734E-10	9.10459E-05	0.000102399
112.052	0	0.000255704	0.000346187	0.00030808	0.000313256
112.089	3.51137E-05	0.000091555	1.31497E-10	8.26211E-05	9.85722E-05
113.011	1.34781E-05	1.91095E-05	2.21405E-05	4.40573E-05	7.99987E-05
113.039	2.18232E-05	0.00113568	0.00101087	0	2.71008E-05
113.06	8.11207E-05	8.01972E-05	0.000035981	0.000730777	0.000625872
113.097	8.49721E-05	3.18895E-05	9.62947E-05	0.000132189	0.00014184
114.032	3.06015E-05	2.82978E-11	7.18241E-10	0.000114687	0.000169851
114.047	2.35839E-05	0.00066881	0.000807705	2.07219E-05	6.94242E-06
114.068	2.00563E-05	3.67088E-05	1.92935E-10	0.000194104	0.000171386
114.104	1.38785E-05	5.55791E-06	1.20692E-05	1.68496E-05	2.43171E-05
115.027	4.65544E-05	6.67258E-05	7.73094E-05	0.00023717	0.000388694
115.055	0.00205164	0.00717945	0.00482157	0.000762413	0.00164579
115.063	5.7539E-06	5.42097E-05	6.28082E-05	0.000620064	0
116.026	0	1.19447E-05	1.38393E-05	8.14519E-05	3.98484E-05
116.047	8.46663E-05	3.33344E-05	3.86217E-05	2.50592E-06	0.000192156
116.063	0.000837565	0.000106364	0.000123235	0.000657567	0.000416737
117.001	1.8194E-07	1.04252E-05	1.20788E-05	6.48365E-05	4.80441E-05
117.07	0.00238238	0.000171687	0.000198919	0.000728899	0.000701401
118.027	1.43263E-05	1.05753E-05	1.22527E-05	0.000013883	4.48921E-05
118.078	0.000673622	4.40598E-05	5.10483E-05	0.000191266	0.000105162
119.05	3.75226E-05	8.05471E-05	0.000093323	0.00041989	0.000413878
119.086	0.0051683	0.000179719	0.000208225	0.000692663	0.00051363
120.009	5.6745E-06	4.04174E-06	4.68282E-06	1.07649E-05	1.38942E-05
120.042	1.65163E-05	9.66031E-06	1.11926E-05	1.76839E-05	3.08407E-05
120.094	0.00150088	6.80527E-05	7.88469E-05	0.000291682	0.000231002
121.029	5.47749E-06	4.16367E-05	4.82409E-05	0.000190019	0.000226146
121.05	0.000131835	2.28191E-05	2.64386E-05	4.11997E-05	7.34522E-05
121.065	2.85747E-06	0.000107958	0.000125081	0.00056283	0.000563312
121.102	0.00381514	0.000119716	0.000138705	0.0003937	0.000322246
122	1.15909E-05	5.26405E-06	6.09901E-06	2.29467E-05	2.14894E-05
122.037	4.68355E-05	5.76969E-05	6.68484E-05	0.000256733	0.000323023
122.058	1.29369E-05	1.95318E-05	2.26298E-05	5.37652E-05	6.25026E-05
122.11	0.00106345	3.91339E-05	4.53411E-05	0.0001321	0.000117688
123.029	0.000014296	0.00001275	1.47723E-05	2.15707E-05	4.76987E-05
123.045	7.51537E-05	8.27756E-05	0.000095905	0.000381396	0.000454982
123.081	3.71503E-05	9.77023E-05	0.000113199	0.000525137	0.000504504
123.117	0.00418573	8.88038E-05	0.000102889	0.000150845	0.000112388
124.004	3.13338E-06	6.44807E-06	7.47083E-06	3.58604E-05	2.50193E-05
124.052	4.62733E-05	6.63935E-05	7.69245E-05	0.000337837	0.000346263
124.988	3.25346E-06	4.76101E-06	5.51618E-06	2.90986E-05	1.72278E-05
125.024	4.78538E-05	0.000048728	5.64569E-05	0.000192695	0.000280181
125.048	4.57309E-05	1.28804E-05	1.49234E-05	2.74018E-06	2.51886E-05
125.06	6.85556E-05	0.000106819	0.000123762	0.000572875	0.000553637
125.097	6.76803E-05	4.78233E-05	5.54088E-05	0.000250698	0.000221553
125.133	0.00151528	2.47816E-05	2.87124E-05	0	0
126	2.68068E-06	2.27974E-06	2.64134E-06	6.34289E-06	7.73774E-06
126.032	2.68586E-05	2.33584E-05	2.70634E-05	0.000072816	0.000108762
126.047	6.94063E-05	1.95173E-05	0.000022613	3.97098E-05	5.71959E-05
126.068	8.84289E-06	3.74292E-05	0.000043366	0.000211612	0.000161942
126.104	5.29208E-05	1.53108E-05	1.77393E-05	6.30216E-05	7.03323E-05
127.055	0.00038573	6.16094E-05	7.13816E-05	0.000319793	0.000195383
127.076	6.47215E-05	4.97165E-05	5.76022E-05	0.0002905	0.00020736
128.011	0	6.50748E-06	7.53966E-06	0.000052117	1.86982E-05
128.063	0.00151296	0.000122915	0.000142411	0.000434811	0.0005067
128.084	0.000256751	0.000026416	0.000030606	4.71955E-05	0.000106937
128.994	3.83905E-06	0.000001886	2.18515E-06	3.96528E-06	6.06955E-06
129.019	0	2.08991E-05	0.000024214	6.36969E-05	8.01222E-05
129.055	0.000310108	5.92971E-05	6.87025E-05	5.1372E-06	0.000262545
129.079	1.50788E-05	0.000038899	4.50689E-05	0.000246582	2.57033E-05
129.092	0.000284021	2.06403E-05	2.39142E-05	2.51288E-05	7.52044E-05
129.99	3.2034E-06	1.98423E-06	2.29896E-06	1.26208E-05	6.39276E-06
130.014	4.50133E-06	2.86042E-06	3.31412E-06	6.4157E-06	1.09545E-05
130.063	2.45596E-05	2.28543E-05	2.64794E-05	0.000030253	0.000107129
130.078	0.000900513	6.61348E-05	7.66247E-05	0.000355966	0.00023528
131.001	1.3973E-06	5.77672E-06	0.000006693	2.62009E-05	1.17535E-05
131.022	0.000010182	3.8427E-06	4.4522E-06	3.50879E-06	9.23323E-06
131.05	4.84678E-05	4.40536E-05	5.10411E-05	0.000183799	0.00016893
131.071	1.72836E-06	1.84077E-05	2.13274E-05	1.83415E-05	6.95683E-05
131.086	0.00269819	0.00010566	0.000122419	0.00044435	0.000311861
131.996	3.06902E-06	2.32984E-06	2.69938E-06	1.50136E-05	6.78527E-06
132.006	1.9842E-06	9.68173E-07	1.12174E-06	2.11127E-06	2.40106E-06
132.03	8.98689E-06	5.39447E-06	6.25011E-06	1.25729E-05	1.66855E-05
132.042	0.000012604	0.000012691	0.000014704	3.07848E-05	5.01873E-05
132.066	0.00012248	3.11297E-05	3.60673E-05	0.000106114	0.000114023
132.094	0.000669899	2.73766E-05	3.17189E-05	8.53879E-05	0.00006253
133.05	4.03606E-05	1.75589E-05	0.000020344	1.49503E-05	5.57548E-05
133.089	3.67583E-06	2.66779E-05	3.09094E-05	6.94985E-05	8.14512E-05
133.102	0.00268241	7.09954E-05	8.22563E-05	0.000202248	0.00013577
133.967	2.34547E-06	0.000001576	1.82597E-06	1.01712E-05	4.84283E-06
134.012	9.03398E-06	4.49262E-06	5.20521E-06	1.41346E-05	1.66089E-05
134.037	1.42156E-05	1.27707E-05	1.47963E-05	4.48909E-05	4.73167E-05
134.073	0.000107427	4.36282E-05	5.05483E-05	0.000202508	0.000197362
134.109	0.000816804	0.000032554	3.77175E-05	0.000123601	9.97685E-05
135.008	3.93028E-06	4.20218E-06	4.8687E-06	2.24465E-05	1.46673E-05
135.045	7.84972E-05	4.44531E-05	5.15041E-05	0.000187345	0.000232992
135.081	0.000060197	6.41412E-05	7.43149E-05	0.000333764	0.000326775
135.117	0.00240904	5.62188E-05	6.51359E-05	0.000137007	0.000100823
136.003	5.56157E-06	4.28053E-06	4.95949E-06	1.98832E-05	0.000017431
136.04	1.60725E-05	7.28668E-06	8.44246E-06	1.21151E-05	1.81545E-05
136.089	8.52581E-05	3.37526E-05	3.91062E-05	0.000175391	0.00016357
137.024	1.78194E-05	0.000014018	1.62414E-05	3.80257E-05	6.35296E-05
137.045	2.85796E-05	1.06623E-05	1.23534E-05	9.40448E-06	2.36972E-05
137.06	5.47034E-05	0.000049466	0.000057312	0.000248249	0.000236515
137.097	3.18713E-05	0.000041203	4.77384E-05	0.000218978	0.000200351
138.019	1.14701E-05	0.000013429	0.000015559	4.33059E-05	7.22079E-05
138.047	3.13363E-05	1.55467E-05	1.80127E-05	4.26137E-05	5.39638E-05
138.055	3.23472E-05	1.42115E-05	1.64657E-05	2.51732E-05	4.02418E-05
138.068	0	1.80527E-05	2.09161E-05	9.10733E-05	5.70312E-05
139.027	1.16969E-05	1.72691E-05	2.00082E-05	2.24718E-05	6.84177E-05
139.04	7.56395E-05	4.94443E-05	5.72868E-05	0.000131764	0.000256735
139.076	5.31377E-05	3.66963E-05	4.25169E-05	0.000160196	0.000150784
139.149	0.000532314	1.05163E-05	1.21843E-05	8.07344E-06	9.2975E-06
140.035	1.61931E-05	1.25099E-05	1.44941E-05	2.43585E-05	5.42131E-05
140.063	2.42561E-05	1.13868E-05	1.31929E-05	3.24014E-05	2.42599E-05
140.084	1.23313E-05	1.21041E-05	0.000014024	5.06692E-05	0.000044812
140.965	3.28625E-06	1.16518E-06	1.34999E-06	1.10335E-05	0.000001807
140.982	5.30293E-06	1.50913E-06	1.7485E-06	4.80544E-06	4.97916E-06
141.006	5.86904E-06	6.92876E-06	8.02776E-06	1.92752E-05	2.71489E-05
141.019	0	1.79357E-05	2.07805E-05	8.51135E-05	7.37816E-05
141.055	0.000101539	6.66544E-05	7.72267E-05	0.000156526	0.000402807
141.07	0.000897234	5.64693E-05	6.54261E-05	0.000226428	0.000113559
141.092	0.000210043	3.51137E-05	4.06832E-05	0.000127812	0.000145404
142.027	6.98624E-07	9.14391E-06	1.05943E-05	3.32371E-05	4.24354E-05
142.063	0.000134337	3.41418E-05	3.95572E-05	0.000100043	0.000180534
142.099	4.47643E-05	9.85914E-06	1.14229E-05	2.37782E-05	3.24121E-05
142.172	3.46526E-05	1.71418E-06	1.98607E-06	2.84507E-06	5.33851E-06
142.998	2.81925E-06	1.40469E-06	1.6275E-06	7.30651E-06	3.27461E-06
143.034	0	1.36236E-05	1.57845E-05	4.72672E-05	4.93868E-05
143.071	0.000163287	2.48841E-05	2.88311E-05	2.75812E-05	9.34622E-05
143.095	6.49828E-05	0.000019481	0.000022571	8.53836E-05	2.63117E-05
144.017	6.27465E-06	5.11656E-06	5.92812E-06	1.47031E-05	2.41821E-05
144.057	1.05395E-05	1.52383E-05	1.76553E-05	4.78877E-05	4.29249E-05
144.094	0.000212442	1.33824E-05	1.55051E-05	2.43986E-05	2.16814E-05
144.102	9.63363E-05	8.38376E-06	9.71354E-06	2.21109E-05	1.18385E-05
145.029	4.39482E-06	4.6544E-06	5.39265E-06	1.00458E-05	1.25534E-05
145.038	1.56501E-05	1.24643E-05	1.44413E-05	3.05273E-05	0.000053822
145.065	1.74782E-05	3.54315E-05	4.10514E-05	0.000137688	0.000159629
145.074	1.68406E-05	1.86985E-05	2.16644E-05	4.59989E-05	2.94568E-05
145.11	0.000162804	1.61378E-05	1.86975E-05	0.000058978	2.17342E-05
146.058	2.06047E-05	1.92999E-05	2.23612E-05	7.30925E-05	0.000083702
147.008	9.22409E-06	5.14119E-06	5.95666E-06	2.87524E-05	0.000017162
147.029	3.16691E-05	9.68763E-06	1.12242E-05	1.75511E-05	3.84874E-05
147.066	0.000122413	2.40167E-05	2.78261E-05	7.45318E-05	7.23086E-05
148.037	2.91936E-05	1.04263E-05	0.00001208	0.000027617	4.20923E-05
148.052	1.78463E-05	1.55695E-05	1.80391E-05	5.30034E-05	6.33764E-05
148.074	1.61285E-05	1.47353E-05	1.70725E-05	5.74099E-05	5.24953E-05
148.089	3.06656E-05	1.04904E-05	1.21544E-05	3.79096E-05	3.26043E-05
148.125	0.000370813	9.7458E-06	1.12916E-05	2.11992E-05	1.47861E-05
149.097	0.00105136	5.03851E-05	5.83769E-05	0.000173302	0.000192432
150.016	0	6.19438E-06	7.17689E-06	2.62115E-05	1.57259E-05
150.032	6.55351E-05	1.71138E-05	1.98283E-05	4.04928E-05	7.51609E-05
