PMF Time (UTC)	PMF Time (Local)	HOA	BBOA	OOA1	OOA2	OOA3
11/04/2016 4:53	11/04/2016 6:53	0.053199483	0.001262707	0	0.172788503	0.433032633
11/04/2016 4:58	11/04/2016 6:58	0.028194447	0.016416036	0.095632647	0.116190333	0.335928917
11/04/2016 5:03	11/04/2016 7:03	0.053226624	0	0.068139307	0.081645918	0.373442756
11/04/2016 5:08	11/04/2016 7:08	0.049352104	2.30614E-05	0.065107887	0.135619076	0.3408401
11/04/2016 5:13	11/04/2016 7:13	0.042544301	0.00031537	0.053566464	0.16997293	0.275936203
11/04/2016 5:18	11/04/2016 7:18	0.084788189	0.011848665	0.047353918	0.131023734	0.318848343
11/04/2016 5:23	11/04/2016 7:23	0.085294449	5.65835E-05	0.075057104	0.111475426	0.370960023
11/04/2016 5:28	11/04/2016 7:28	0.12968023	0	0.064241788	0.064158649	0.393998871
11/04/2016 5:33	11/04/2016 7:33	0.102397451	0.015305949	0.057107573	0.109328248	0.38709493
11/04/2016 5:38	11/04/2016 7:38	0.338665923	0.048505003	0	1.5659217	0.157492125
11/04/2016 5:48	11/04/2016 7:48	0.779039618	0.054889398	0	3.67053075	0
11/04/2016 5:53	11/04/2016 7:53	0.619937573	0.002062368	0	2.244816325	0.056442321
11/04/2016 5:58	11/04/2016 7:58	0.333071917	0.008366567	0.0611328	0.604239787	0.301782053
11/04/2016 6:03	11/04/2016 8:03	0.179653874	0.000739452	0.003963273	0.287702757	0.270777889
11/04/2016 6:08	11/04/2016 8:08	0.181285221	0.026844943	0.074679552	0.436051054	0.227585763
11/04/2016 6:13	11/04/2016 8:13	0.261795481	0.015162813	0.025915418	0.54494418	0.391578992
11/04/2016 6:18	11/04/2016 8:18	0.328319298	0.025187883	0.034980679	0.757833535	0.469025119
11/04/2016 6:23	11/04/2016 8:23	0.320159706	0.015020963	0.066223832	0.493825308	0.421481782
11/04/2016 6:28	11/04/2016 8:28	0.163376117	0.014924968	0.052544944	0.209422386	0.358447791
11/04/2016 6:33	11/04/2016 8:33	0.18247659	0.000737299	0.03749084	0.228130022	0.341794338
11/04/2016 6:38	11/04/2016 8:38	0.13441985	0.00814585	0.018971051	0.257127143	0.316575599
11/04/2016 6:43	11/04/2016 8:43	0.173579892	0.000739486	0.063980944	0.304056225	0.242137893
11/04/2016 6:48	11/04/2016 8:48	0.214644982	0.019069189	0.068311441	0.064512489	0.439493739
11/04/2016 6:53	11/04/2016 8:53	0.088262587	0.000440299	0.075501225	0.229568521	0.280915954
11/04/2016 6:58	11/04/2016 8:58	0.099478454	0.001169186	0.045489583	0.245133457	0.358130664
11/04/2016 7:03	11/04/2016 9:03	0.084621054	0.000511664	0.072147821	0.144895612	0.404828329
11/04/2016 7:08	11/04/2016 9:08	0.066962652	0.001370141	0.046644811	0.154597984	0.411467997
11/04/2016 7:13	11/04/2016 9:13	0.105324019	0.002490018	0.043733385	0.232194104	0.448927553
11/04/2016 7:18	11/04/2016 9:18	0.059894577	0.006756576	0.078515931	0.257571407	0.372309955
11/04/2016 7:23	11/04/2016 9:23	0.064531916	0.01193866	0.063392402	0.251488854	0.341111515
11/04/2016 7:28	11/04/2016 9:28	0.1337076	0.001059027	0.046995793	0.12100095	0.425253022
11/04/2016 7:33	11/04/2016 9:33	0.106317398	0.014608841	0.077028006	0.168767276	0.336100337
11/04/2016 7:38	11/04/2016 9:38	0.07877549	0	0.05131072	0.158524931	0.286849943
11/04/2016 7:43	11/04/2016 9:43	0.057048147	0.001783939	0.023696387	0.124663767	0.412422235
11/04/2016 7:48	11/04/2016 9:48	0.064518917	0.002419022	0.05607491	0.176911154	0.313402901
11/04/2016 7:53	11/04/2016 9:53	0.067325205	0.012637668	0.060694108	0.0062834	0.437516695
11/04/2016 7:58	11/04/2016 9:58	0.038575214	0	0.071254009	0.076725449	0.390453334
11/04/2016 8:03	11/04/2016 10:03	0.056774875	0.015057533	0.042015042	0.087221639	0.424934467
11/04/2016 8:08	11/04/2016 10:08	0.058743348	0.00048123	0.056174905	0.121962044	0.369160113
11/04/2016 8:13	11/04/2016 10:13	0.037021149	0.00040233	0.061749055	0.168675852	0.363490396
11/04/2016 8:18	11/04/2016 10:18	0.062412022	0.000395685	0.11324348	0.1565636	0.398917196
11/04/2016 8:23	11/04/2016 10:23	0.049993072	0.003818552	0.042043469	0.155095102	0.406565385
11/04/2016 8:28	11/04/2016 10:28	0.049433671	0.000875703	0.030380338	0.058559072	0.493049632
11/04/2016 8:33	11/04/2016 10:33	0.042695865	0.000645292	0.03226253	0.189989072	0.343771382
11/04/2016 8:38	11/04/2016 10:38	0.028215161	0.0237141	0.06230417	0.125558008	0.374675551
11/04/2016 9:54	11/04/2016 11:54	0.025095602	0.000131114	0.130810031	0.364250358	0.594558842
11/04/2016 9:59	11/04/2016 11:59	0.000696808	0.011174213	0.087249209	0.414684979	0.532664794
11/04/2016 10:04	11/04/2016 12:04	0.0065779	0.011294664	0.112133107	0.429589948	0.412740791
11/04/2016 10:09	11/04/2016 12:09	0	0	0.144857043	0.492533944	0.351730984
11/04/2016 10:14	11/04/2016 12:14	0	0.009524681	0.091890691	0.33573607	0.505406157
11/04/2016 10:19	11/04/2016 12:19	0.009706729	0	0.061993329	0.502672008	0.388119165
11/04/2016 10:24	11/04/2016 12:24	0.016044912	0.001693944	0.062698436	0.374374138	0.458538501
11/04/2016 10:29	11/04/2016 12:29	0.00194806	0	0.091191155	0.429432813	0.393378902
11/04/2016 10:34	11/04/2016 12:34	0.028118165	0.000607003	0.118506789	0.302177748	0.493802452
11/04/2016 10:39	11/04/2016 12:39	0.007359818	0.013942989	0.058384509	0.27933889	0.506880369
11/04/2016 10:44	11/04/2016 12:44	0.006427679	0.005856193	0.161323362	0.352290956	0.419249037
11/04/2016 10:49	11/04/2016 12:49	0.043080417	0.00029286	0.143579964	0.339103044	0.408023884
11/04/2016 10:54	11/04/2016 12:54	0.006560286	9.67829E-05	0.138327369	0.400832815	0.393044633
11/04/2016 10:59	11/04/2016 12:59	0.015181098	2.23329E-05	0.102478304	0.343502824	0.516072767
11/04/2016 11:04	11/04/2016 13:04	0.034011585	0.000141262	0.143185698	0.3277079	0.512248672
11/04/2016 11:09	11/04/2016 13:09	0.023724242	0	0.136411893	0.365307448	0.545317019
11/04/2016 11:14	11/04/2016 13:14	0.023390116	0.013527295	0.192408951	0.336458891	0.461865477
11/04/2016 11:19	11/04/2016 13:19	0.056635025	0.000267221	0.157732113	0.306323255	0.467613761
11/04/2016 11:24	11/04/2016 13:24	0.051099016	0.012937125	0.171738556	0.396084481	0.442783574
11/04/2016 11:29	11/04/2016 13:29	0.064401066	0.007240081	0.146826944	0.341345789	0.482561585
11/04/2016 11:34	11/04/2016 13:34	0.05443485	0	0.145128458	0.347571192	0.402772718
11/04/2016 11:39	11/04/2016 13:39	0.039076332	0.018147235	0.136461891	0.269349389	0.462789717
11/04/2016 11:44	11/04/2016 13:44	0.025776711	0.01489197	0.104954466	0.255917204	0.465123886
11/04/2016 11:49	11/04/2016 13:49	0.043248695	3.46426E-05	0.110506474	0.231391287	0.475883348
11/04/2016 11:54	11/04/2016 13:54	0.008167892	0.00012083	0.068150449	0.307150356	0.393913161
11/04/2016 11:59	11/04/2016 13:59	0.032752934	0	0.078182805	0.141701772	0.626448676
11/04/2016 12:04	11/04/2016 14:04	0.034937539	0.01165486	0.112188676	0.191270436	0.426532958
11/04/2016 12:09	11/04/2016 14:09	0.006018856	0.012364796	0.141675202	0.299570735	0.351986686
11/04/2016 12:14	11/04/2016 14:14	0.011821695	0	0.072058968	0.234479704	0.455861492
11/04/2016 12:19	11/04/2016 14:19	0.02483533	0.000388719	0.117196568	0.126748805	0.554120864
11/04/2016 12:24	11/04/2016 14:24	0.010488376	0.000295232	0.114270715	0.382929424	0.273042062
11/04/2016 12:29	11/04/2016 14:29	0.038711064	0.011244195	0.160174848	0.174735549	0.419186183
11/04/2016 12:34	11/04/2016 14:34	0.033472898	0.0003903	0.100224131	0.270775032	0.395938774
11/04/2016 12:39	11/04/2016 14:39	0.014055811	0	0.113615462	0.151385288	0.518501217
11/04/2016 12:44	11/04/2016 14:44	0.01625733	0.018789918	0.118068239	0.184815045	0.479171755
11/04/2016 12:49	11/04/2016 14:49	0.053819737	0.002319427	0.169612948	0.179718157	0.457521409
11/04/2016 12:54	11/04/2016 14:54	0.007328862	0.006847758	0.18391509	0.34346854	0.320609683
11/04/2016 12:59	11/04/2016 14:59	0.039464741	0.012518903	0.136667309	0.260144135	0.352902354
11/04/2016 13:04	11/04/2016 15:04	0.02901812	0.0217222	0.2002757	0.1374267	0.381525209
11/04/2016 13:09	11/04/2016 15:09	0.017870821	0.000336247	0.159836294	0.243857807	0.278620354
11/04/2016 13:14	11/04/2016 15:14	0.042862857	0.026802946	0.203368403	0.142615012	0.382650867
11/04/2016 13:19	11/04/2016 15:19	0.048142593	0	0.241422214	0.153188055	0.44514917
11/04/2016 13:24	11/04/2016 15:24	0.029073832	0.009517624	0.193408901	0.147612619	0.469103687
11/04/2016 13:29	11/04/2016 15:29	0.010911454	0	0.313631461	0.225514438	0.249360389
11/04/2016 13:34	11/04/2016 15:34	0.039497168	0.001118665	0.365586006	0.060376124	0.348504003
11/04/2016 13:39	11/04/2016 15:39	0.053373046	0.007705072	0.287597048	0.136197761	0.33025063
11/04/2016 13:44	11/04/2016 15:44	0.062514303	0.01720514	0.268753705	0.17691544	0.315117101
11/04/2016 13:49	11/04/2016 15:49	0.06194976	0.022348025	0.231678416	0.092672938	0.450261772
11/04/2016 13:54	11/04/2016 15:54	0.034473848	0.006040241	0.227252923	0.187239209	0.330033498
11/04/2016 13:59	11/04/2016 15:59	0.061269794	0.009900348	0.237529552	0.012318141	0.491536851
11/04/2016 14:04	11/04/2016 16:04	0.028154307	0.000818808	0.287347061	0.086298685	0.352389523
11/04/2016 14:09	11/04/2016 16:09	0.025491868	0.022112609	0.255795781	0.235436799	0.268675137
11/04/2016 14:14	11/04/2016 16:14	0.010183934	0.000528992	0.274279143	0.237272422	0.180523831
11/04/2016 14:19	11/04/2016 16:19	0.180080996	0.024126365	0.263246837	0.099171613	0.353258051
11/04/2016 14:24	11/04/2016 16:24	0.083291121	0.009312377	0.299545022	0.062293599	0.427268636
11/04/2016 14:29	11/04/2016 16:29	0.096361467	0.000291717	0.336560314	0.149228253	0.301883477
11/04/2016 14:34	11/04/2016 16:34	0.122428307	0.011576793	0.206705379	0.078542501	0.431372716
11/04/2016 14:39	11/04/2016 16:39	0.217636261	0.020891241	0.238256658	4.23776E-06	0.40821816
11/04/2016 14:44	11/04/2016 16:44	0.671853549	0	0.252575942	0.032831501	0.350396765
11/04/2016 14:49	11/04/2016 16:49	0.042675152	0.01082883	0.288419864	0.072947638	0.412196532
11/04/2016 14:54	11/04/2016 16:54	0.056104195	0	0.321709628	0.199858578	0.228415722
11/04/2016 14:59	11/04/2016 16:59	0.07300635	0.001381901	0.278353225	0.216164906	0.318825487
11/04/2016 15:04	11/04/2016 17:04	0.159089188	0.008278415	0.285582863	0.112905212	0.411282292
11/04/2016 15:14	11/04/2016 17:14	0.051952402	0.014886399	0.3048419	0.095413086	0.352708078
11/04/2016 15:19	11/04/2016 17:19	0.046891512	0.001591035	0.371727127	0.230739891	0.237809538
11/04/2016 15:24	11/04/2016 17:24	0.065637861	0.005577264	0.344932753	0.159213468	0.258202804
11/04/2016 15:29	11/04/2016 17:29	0.036314041	0.02305299	0.392374666	0.208762419	0.153862307
11/04/2016 15:34	11/04/2016 17:34	0.023527395	0.014752834	0.392663223	0.139387316	0.271359289
11/04/2016 15:39	11/04/2016 17:39	0.061546923	0.000167654	0.400014284	0.182285171	0.200699965
11/04/2016 15:44	11/04/2016 17:44	0.058414365	0.000365133	0.377084002	0.054518274	0.389934788
11/04/2016 15:49	11/04/2016 17:49	0.041575635	0.008777733	0.347225495	0.149195397	0.281031662
11/04/2016 15:54	11/04/2016 17:54	0.039940003	0.000338519	0.361450498	0.144628483	0.366755947
11/04/2016 15:59	11/04/2016 17:59	0.068319727	0.003957174	0.339591591	0.15987772	0.413136485
11/04/2016 16:04	11/04/2016 18:04	0.051124872	0	0.413027919	0.247481911	0.216934867
11/04/2016 16:09	11/04/2016 18:09	0.055195097	0.000295047	0.410500903	0.094011871	0.344827044
11/04/2016 16:14	11/04/2016 18:14	0.059770297	0.021409358	0.339120186	0.055512939	0.424111651
11/04/2016 16:19	11/04/2016 18:19	0.030972308	0.010862471	0.445706285	0.146225546	0.36563886
11/04/2016 16:24	11/04/2016 18:24	0.051785268	0.011342447	0.481783053	0.141921618	0.208488147
11/04/2016 16:29	11/04/2016 18:29	0.052048255	0.001134783	0.47972887	0.206936796	0.214196433
11/04/2016 16:34	11/04/2016 18:34	0.047620619	0.000750337	0.365957416	0.127829465	0.366561671
11/04/2016 16:39	11/04/2016 18:39	0.059440028	0.008442949	0.429861363	0.184805045	0.260708393
11/04/2016 16:49	11/04/2016 18:49	0.081483354	0.000855079	0.406715378	0.119991857	0.340800102
11/04/2016 16:54	11/04/2016 18:54	0.057255423	0.000581295	0.405371159	0.209819509	0.276610455
11/04/2016 16:59	11/04/2016 18:59	0.084771333	0	0.401312791	0.050764462	0.543734241
11/04/2016 17:04	11/04/2016 19:04	0.08266301	0	0.383969372	0.164454634	0.421551779
11/04/2016 17:09	11/04/2016 19:09	0.080237559	0.000389948	0.407286778	0.14033884	0.358502074
11/04/2016 17:14	11/04/2016 19:14	0.068653853	3.44643E-05	0.389726227	0.186182119	0.299750726
11/04/2016 17:19	11/04/2016 19:19	0.068756133	0.000189111	0.389814794	0.197248709	0.221147514
11/04/2016 17:24	11/04/2016 19:24	0.206809659	0.011347661	0.446917653	0.293263908	0.190677609
11/04/2016 17:29	11/04/2016 19:29	0.057819966	0.000176375	0.409229538	0.113096488	0.304970465
11/04/2016 17:34	11/04/2016 19:34	0.048291442	0	0.408063882	0.204244073	0.226235831
11/04/2016 17:39	11/04/2016 19:39	0.071603848	0.023268265	0.343799952	0.157242138	0.311347289
11/04/2016 17:44	11/04/2016 19:44	0.027528909	0.000238722	0.412577942	0.221200368	0.216810588
11/04/2016 17:49	11/04/2016 19:49	0.052695651	0.014505275	0.379343889	0.0214205	0.405371159
11/04/2016 17:54	11/04/2016 19:54	0.050924168	0.000805348	0.41218939	0.106191404	0.283654388
11/04/2016 17:59	11/04/2016 19:59	0.114627268	0.0137147	0.362304741	0.078332083	0.31632704
11/04/2016 18:04	11/04/2016 20:04	0.114282857	0.00029535	0.316689879	0.047632904	0.463223981
11/04/2016 18:09	11/04/2016 20:09	0.070350339	0.024620912	0.292838215	0.107300778	0.404439777
11/04/2016 18:14	11/04/2016 20:14	0.072005257	6.41591E-05	0.297025148	0.124792903	0.395884491
11/04/2016 18:19	11/04/2016 20:19	0.064803903	0.000301642	0.229968501	0.019427886	0.505491867
11/04/2016 18:24	11/04/2016 20:24	0.086260544	0.013660703	0.360539115	0.173621319	0.241859335
11/04/2016 18:29	11/04/2016 20:29	0.094425421	0.000288351	0.30648039	0.265499582	0.246939081
11/04/2016 18:34	11/04/2016 20:34	0.135585363	0.014973537	0.369894362	0.088407579	0.284344354
11/04/2016 18:39	11/04/2016 20:39	0.113404758	0.013617962	0.275039105	0.103642675	0.4679866
11/04/2016 18:44	11/04/2016 20:44	0.100150564	0.000457291	0.405965415	0.07277079	0.389406243
11/04/2016 18:49	11/04/2016 20:49	0.061799481	0.002589113	0.297719399	0.055517795	0.440067996
11/04/2016 18:54	11/04/2016 20:54	0.0668538	0.001840137	0.310210203	0.081421214	0.388103451
11/04/2016 18:59	11/04/2016 20:59	0.022347597	0.000177301	0.29955645	0.186350682	0.282715864
11/04/2016 19:04	11/04/2016 21:04	0.072558229	0.001289373	0.282078753	0.080464834	0.347914032
11/04/2016 19:09	11/04/2016 21:09	0.046745234	0	0.336960294	0.181625204	0.265805281
11/04/2016 19:14	11/04/2016 21:14	0.079331033	0.014599984	0.313697172	0.067128215	0.380439549
11/04/2016 19:19	11/04/2016 21:19	0.060665109	0	0.237846679	0.247706186	0.320275414
11/04/2016 19:24	11/04/2016 21:24	0.064752048	0	0.320392551	0.126433107	0.323610962
11/04/2016 19:29	11/04/2016 21:29	0.048441721	0.003237138	0.275899062	0.176251187	0.263338261
11/04/2016 19:34	11/04/2016 21:34	0.041105516	0.013528638	0.252937353	0.083616105	0.441605062
11/04/2016 19:39	11/04/2016 21:39	0.040990236	0.000251323	0.304636196	0.105005464	0.257248566
11/04/2016 19:44	11/04/2016 21:44	0.054910112	0.001416422	0.248988979	0.035709643	0.417239137
11/04/2016 19:49	11/04/2016 21:49	0.050885313	0.000358319	0.226204404	0.154440849	0.358284942
11/04/2016 19:54	11/04/2016 21:54	0.043195697	4.25444E-05	0.285648574	0.188037741	0.259971287
11/04/2016 19:59	11/04/2016 21:59	0.054318284	0	0.263585392	0.135317948	0.379261036
11/04/2016 20:04	11/04/2016 22:04	0.06731092	0.002053626	0.332290528	0.217034862	0.280527402
11/04/2016 20:09	11/04/2016 22:09	0.083043848	0	0.31293721	0.146565529	0.31352718
11/04/2016 20:14	11/04/2016 22:14	0.081381074	0.011907533	0.377639689	0.102805859	0.270002214
11/04/2016 20:19	11/04/2016 22:19	0.050481333	0.012767204	0.347069789	0.122559872	0.338225945
11/04/2016 20:24	11/04/2016 22:24	0.254555843	0	0.283788667	0.165406015	0.463836807
11/04/2016 20:29	11/04/2016 22:29	0.069200397	0	0.395273093	0.232418379	0.238103809
11/04/2016 20:34	11/04/2016 22:34	0.040224989	0.009575321	0.448471861	0.152676652	0.246427678
11/04/2016 20:39	11/04/2016 22:39	0.068709564	0.007621462	0.41393216	0.128384152	0.285088602
11/04/2016 20:44	11/04/2016 22:44	0.079779154	0.000884469	0.278753205	0.182228031	0.311704414
11/04/2016 20:49	11/04/2016 22:49	0.073422043	0.000782132	0.347331204	0.189979072	0.283615819
11/04/2016 20:54	11/04/2016 22:54	0.065494154	0.000890374	0.328010742	0.231047019	0.345772711
11/04/2016 20:59	11/04/2016 22:59	0.05188112	0.000407881	0.362549015	0.139994571	0.362497589
11/04/2016 21:04	11/04/2016 23:04	0.06579971	0.010503975	0.420594684	0.064192076	0.329544951
11/04/2016 21:09	11/04/2016 23:09	0.120569971	0.025842279	0.38983765	0.427400058	0.315582792
11/04/2016 21:14	11/04/2016 23:14	0.100895241	0.012387009	0.322436735	0.475459083	0.376226902
11/04/2016 21:19	11/04/2016 23:19	0.103645817	2.88301E-05	0.389470526	0.596205903	0.238438078
11/04/2016 21:24	11/04/2016 23:24	0.16584885	0.009216982	0.332929067	0.422508874	0.54457277
11/04/2016 21:29	11/04/2016 23:29	0.16451606	0.019912004	0.248300442	0.458544215	0.475277664
11/04/2016 21:34	11/04/2016 23:34	0.115278664	0.015815638	0.321475354	0.538393079	0.27011078
11/04/2016 21:39	11/04/2016 23:39	0.087507624	0.006090038	0.351223867	0.467926603	0.250027498
11/04/2016 21:44	11/04/2016 23:44	0.083480254	0.006748505	0.300267843	0.428557143	0.310625897
11/04/2016 21:49	11/04/2016 23:49	0.05762569	0.000872811	0.237390987	0.459898433	0.413050775
11/04/2016 21:54	11/04/2016 23:54	0.088386866	0.003745198	0.314435706	0.48880413	0.395954487
11/04/2016 21:59	11/04/2016 23:59	0.100427693	0.000760195	0.300894955	0.481823051	0.314814259
11/04/2016 22:04	12/04/2016 0:04	0.089200111	0.017290993	0.294788117	0.446819087	0.340381552
11/04/2016 22:09	12/04/2016 0:09	0.092413093	0.00079862	0.265922418	0.408029598	0.41720771
11/04/2016 22:14	12/04/2016 0:14	0.105118172	0	0.306896083	0.297370845	0.49526095
11/04/2016 22:19	12/04/2016 0:19	0.074490418	0	0.294415279	0.422254601	0.335666073
11/04/2016 22:24	12/04/2016 0:24	0.120928668	0.025409872	0.295103816	0.521178226	0.182012328
11/04/2016 22:29	12/04/2016 0:29	0.105087174	0.000420213	0.325123743	0.392444663	0.233729742
11/04/2016 22:34	12/04/2016 0:34	0.111264151	0	0.25908276	0.389824794	0.376188333
11/04/2016 22:39	12/04/2016 0:39	0.084279214	0	0.264751048	0.445466297	0.276307613
11/04/2016 22:44	12/04/2016 0:44	0.096320041	0.000224289	0.255657217	0.366417393	0.315861349
11/04/2016 22:49	12/04/2016 0:49	0.147654046	0.017479412	0.230001357	0.357943531	0.628147163
11/04/2016 22:54	12/04/2016 0:54	0.110115494	7.76127E-05	0.315218524	0.39986572	0.341290078
11/04/2016 22:59	12/04/2016 0:59	0.059919147	0.000346997	0.281384502	0.457425699	0.30545187
11/04/2016 23:04	12/04/2016 1:04	0.05401787	0.000847659	0.348758276	0.444883469	0.212909354
11/04/2016 23:09	12/04/2016 1:09	0.040663967	0.016509889	0.34716407	0.347634046	0.270497903
11/04/2016 23:14	12/04/2016 1:14	0.055527795	0.017772111	0.26145407	0.379873863	0.381160941
11/04/2016 23:19	12/04/2016 1:19	0.074008585	0.02988322	0.353622318	0.336893155	0.408659566
11/04/2016 23:24	12/04/2016 1:24	0.058962195	0	0.202474162	0.614663551	0.430169919
11/04/2016 23:29	12/04/2016 1:29	0.159930575	0	0.2419879	0.733829021	0.402958423
11/04/2016 23:34	12/04/2016 1:34	0.083440114	0.011157728	0.279397458	0.746261257	0.387553479
11/04/2016 23:39	12/04/2016 1:39	0.107181069	0.01327645	0.37218139	0.751760982	0.314961394
11/04/2016 23:44	12/04/2016 1:44	0.20565686	0.009601063	0.271669273	0.853997298	0.27675759
11/04/2016 23:49	12/04/2016 1:49	0.119429171	0.034255573	0.26081553	0.745018462	0.474696264
11/04/2016 23:54	12/04/2016 1:54	0.109394244	0.000736525	0.27804324	0.782125178	0.448997549
11/04/2016 23:59	12/04/2016 1:59	0.142862857	0.030569614	0.307711757	0.849980356	0.392967494
12/04/2016 0:04	12/04/2016 2:04	0.135948059	0.000160033	0.353788024	1.197050145	0.100563114
12/04/2016 0:09	12/04/2016 2:09	0.184263644	0.000102092	0.272152106	1.38727349	0.415230666
12/04/2016 0:14	12/04/2016 2:14	0.167040219	0.000405408	0.249100402	1.361643343	0.473502038
12/04/2016 0:19	12/04/2016 2:19	0.248780418	0.028241302	0.255630075	1.90979022	0.249840365
12/04/2016 0:24	12/04/2016 2:24	0.171521424	0.005534023	0.168691565	2.09915218	0.317491268
12/04/2016 0:29	12/04/2016 2:29	0.20579971	0.001150748	0.214777832	1.939774435	0.474424849
12/04/2016 0:34	12/04/2016 2:34	0.252057397	0.034620697	0.19860007	1.66337397	0.656615739
12/04/2016 0:39	12/04/2016 2:39	0.155826494	0.000291295	0.163127558	1.74171291	0.390360481
12/04/2016 0:44	12/04/2016 2:44	0.229044262	0	0.246563386	1.506624665	0.572102822
12/04/2016 0:49	12/04/2016 2:49	0.124162363	0.030811888	0.220496118	1.54512274	0.447080502
12/04/2016 0:54	12/04/2016 2:54	0.143989943	0.001013958	0.188567714	1.52112394	0.489162684
12/04/2016 0:59	12/04/2016 2:59	0.173827023	0.001000163	0.245419157	1.395641643	0.516638453
12/04/2016 1:04	12/04/2016 3:04	0.094811402	0.02408251	0.20636111	1.341654343	0.377965387
12/04/2016 1:09	12/04/2016 3:09	0.112045112	0.013586335	0.220368981	1.194898824	0.376879727
12/04/2016 1:14	12/04/2016 3:14	0.140558115	0.000891451	0.219951859	1.07874606	0.481374502
12/04/2016 1:19	12/04/2016 3:19	0.097552836	0.011721142	0.239856578	1.22296742	0.281605919
12/04/2016 1:24	12/04/2016 3:24	0.102477733	4.46389E-05	0.276227617	1.158173517	0.382418021
12/04/2016 1:29	12/04/2016 3:29	0.101848336	0.008665352	0.240577971	1.31071589	0.303783382
12/04/2016 1:34	12/04/2016 3:34	0.16077339	0.005395402	0.277893248	1.208860983	0.385869277
12/04/2016 1:39	12/04/2016 3:39	0.090405765	0.029211968	0.236652453	1.163863233	0.465076745
12/04/2016 1:44	12/04/2016 3:44	0.115506653	0.011153014	0.205778282	1.147414055	0.597335846
12/04/2016 1:49	12/04/2016 3:49	0.11271465	0.001421065	0.259509881	1.31745841	0.338233088
12/04/2016 1:54	12/04/2016 3:54	0.10822616	0	0.234681123	1.28130736	0.30252773
12/04/2016 1:59	12/04/2016 3:59	0.185377874	0	0.248583285	1.138711633	0.465442441
12/04/2016 2:04	12/04/2016 4:04	0.089690944	0.035641932	0.227291492	1.315592789	0.415237809
12/04/2016 2:08	12/04/2016 4:08	0.051948545	0.006598099	0.252514517	1.478797485	0.189901933
12/04/2016 2:13	12/04/2016 4:13	0.114748977	0.000616238	0.258117094	1.24783332	0.368354439
12/04/2016 2:18	12/04/2016 4:18	0.101308363	0.00084771	0.201891334	1.40773961	0.30695608
12/04/2016 2:23	12/04/2016 4:23	0.102806574	4.77243E-05	0.231516995	1.46961223	0.302690579
12/04/2016 2:28	12/04/2016 4:28	0.129628518	0.027391773	0.210508046	1.4510703	0.43297835
12/04/2016 2:33	12/04/2016 4:33	0.112901069	0.001974887	0.195934489	1.312341523	0.497983671
12/04/2016 2:38	12/04/2016 4:38	0.110342197	0.000700522	0.219697586	1.398128662	0.416284899
12/04/2016 2:43	12/04/2016 4:43	0.061633775	0.000160362	0.189494811	1.350501043	0.433156913
12/04/2016 2:48	12/04/2016 4:48	0.074309142	0.001875463	0.198194376	1.325300875	0.483834379
12/04/2016 2:53	12/04/2016 4:53	0.154362282	0.0174307	0.167664474	1.377471123	0.441612204
12/04/2016 2:58	12/04/2016 4:58	0.0982768	0.000150004	0.231339861	1.299286461	0.318599784
12/04/2016 3:03	12/04/2016 5:03	0.086125836	0.008861685	0.284432921	1.180600967	0.228594284
12/04/2016 3:08	12/04/2016 5:08	0.097859821	0.000592466	0.222378881	0.867243779	0.518569785
12/04/2016 3:13	12/04/2016 5:13	0.122020327	0.018993479	0.300167848	0.960729104	0.218184805
12/04/2016 3:18	12/04/2016 5:18	0.068870128	0.02602227	0.32835501	0.877188996	0.313821451
12/04/2016 3:23	12/04/2016 5:23	0.109127543	2.99304E-06	0.28945267	0.822818857	0.331057732
12/04/2016 3:28	12/04/2016 5:28	0.084432064	0.002665995	0.287969887	0.921852477	0.11928875
12/04/2016 3:33	12/04/2016 5:33	0.058463648	0.000430374	0.278631782	0.981195224	0.152738077
12/04/2016 3:38	12/04/2016 5:38	0.089447527	0.000775487	0.239412315	0.834439705	0.210100923
12/04/2016 3:43	12/04/2016 5:43	0.095998914	0.000933795	0.355453655	0.683810094	0.293513895
12/04/2016 3:48	12/04/2016 5:48	0.146566957	0.001864692	0.289701229	0.647706185	0.295560936
12/04/2016 3:53	12/04/2016 5:53	0.088649853	0.012048355	0.24355925	0.636612454	0.374706978
12/04/2016 3:58	12/04/2016 5:58	0.07507696	0	0.254391566	0.608542429	0.383860806
12/04/2016 4:03	12/04/2016 6:03	0.083186269	0.00065902	0.222323169	0.670325054	0.393541751
12/04/2016 4:08	12/04/2016 6:08	0.066783946	0.001445528	0.272213532	0.562541872	0.355980772
12/04/2016 4:13	12/04/2016 6:13	0.117880249	0.000501705	0.295753783	0.825927273	0.22058897
12/04/2016 4:18	12/04/2016 6:18	0.064249645	0.000466864	0.293082488	0.873077773	0.098794489
12/04/2016 4:23	12/04/2016 6:23	0.092117822	0	0.311975829	0.82415879	0.170594327
12/04/2016 4:28	12/04/2016 6:28	0.083640818	0.000161286	0.339603019	0.717235565	0.324960894
12/04/2016 4:33	12/04/2016 6:33	0.112162963	0.000979032	0.3248409	0.773278477	0.185526438
12/04/2016 4:38	12/04/2016 6:38	0.091011878	0	0.352250958	0.679076045	0.349481097
12/04/2016 4:43	12/04/2016 6:43	0.119640161	0	0.283655817	0.789346245	0.28621426
12/04/2016 4:48	12/04/2016 6:48	0.111692844	0.00849459	0.317928389	0.923095272	0.235093959
