PMF_m/z	HOA	OOA1	OOA2
168.094	0.000434278	0.000169781	0.000114148
168.188	0	3.61786E-06	1.83135E-05
169.05	0.00011526	0.000185194	0.000199967
169.087	0	2.46535E-05	4.33162E-05
169.196	0	5.94608E-06	3.0802E-05
170	2.86788E-05	2.53666E-05	4.17026E-05
170.073	0.000143434	0.000159199	0.000147902
170.109	0	3.41422E-05	5.81391E-05
170.203	0	3.74208E-06	1.09552E-05
171.029	2.19944E-05	3.15548E-05	8.62929E-05
171.066	5.58583E-05	0.000124613	0.000130339
171.081	0	1.79533E-05	3.88854E-05
171.117	0.000607148	8.94303E-05	7.28375E-05
172.074	0.000157937	0.000150737	0.000167018
172.125	0.000216438	0.000032995	1.7041E-05
173.024	0	4.88319E-05	8.19334E-05
173.06	3.53763E-05	6.22784E-05	9.31842E-05
173.081	0	4.58204E-05	4.57705E-05
173.097	0	0.000032716	4.89033E-05
173.133	0.000484837	5.55761E-05	5.98229E-05
174.053	0.000129212	0.000104889	0.000152879
174.068	0	2.32182E-06	5.01438E-06
174.105	2.54067E-05	4.46671E-05	3.19334E-05
174.141	0.000115681	1.74702E-05	2.87017E-05
175.04	0.000113127	9.23748E-05	0.000133858
175.076	0.000176426	9.80809E-05	7.94625E-05
175.112	0	7.43155E-05	6.40838E-05
175.149	0.000336676	3.13597E-05	3.57953E-05
176.011	0	2.81411E-05	4.35062E-05
176.047	1.20078E-05	2.63878E-05	2.81061E-05
176.063	9.12666E-06	1.91925E-06	2.76527E-05
176.08	0	0.000133174	0.000122009
176.156	0	2.34923E-05	3.82648E-05
177.019	0	7.77192E-05	0.000113953
177.055	1.84248E-06	9.56624E-06	1.33738E-06
177.092	0.00039713	0.000204037	0.00018211
178.027	0	1.52908E-05	3.33028E-05
178.078	0.000750873	0.00021866	0.000178618
178.999	0	1.56689E-05	3.63086E-05
179.086	0.000719794	0.000279181	0.000201222
