PMF_m/z	HOA	BBOA	OOA1	OOA2	OOA3_BB-aq
166.078	0.000388006	0.00118799	0.00036924	0.000247393	0
166.172	0.000098323	6.90884E-05	5.46887E-05	4.63279E-07	2.27085E-05
167.034	0.000372495	0.000230469	0	0.000234493	8.50385E-05
167.086	8.04798E-05	0.00237315	0.000284177	5.84772E-05	0
167.107	1.16648E-05	0	0.000132538	1.64632E-05	0
168.042	1.58157E-05	0.000505377	6.83917E-05	0.000170498	6.23129E-06
168.094	0.000324015	0.00099814	0.000293662	0.000127039	0
168.188	6.27155E-05	0	2.30576E-05	1.16267E-07	1.43703E-05
169.05	2.40986E-05	0.000443491	0.000125219	0.000253439	5.96761E-05
169.087	0	3.44516E-05	0	1.94881E-06	0
169.102	0.000791494	0.000664829	0.000335251	3.86114E-05	0.000135425
170	3.09702E-06	1.57559E-05	3.7302E-06	0	1.47201E-05
170.073	0	0.000360151	2.00507E-05	0	0
170.109	0.000283324	0.000379018	0.000150335	5.23966E-05	3.04213E-06
171.029	0	0.000109063	0	6.18178E-05	5.56854E-05
171.066	5.58279E-05	0.000699996	0	0.000043337	1.38983E-05
171.117	0.000660444	0.000618478	0.00026632	7.49475E-05	1.42932E-05
172.074	4.40083E-05	0.000583734	0.000195794	0.000229306	1.54908E-05
172.125	0.000202483	0.000261599	0.000132247	2.97088E-06	0
173.024	0	7.70721E-05	0	0.000088147	5.46331E-05
173.06	1.67246E-05	0.000502599	0	0.000145716	0
173.081	2.49096E-05	2.80385E-05	0	0	0
173.097	0	5.50732E-06	5.09709E-06	9.3854E-06	2.04065E-06
173.133	0.000598759	0.000425339	0.000173365	3.24188E-05	4.10706E-05
174.032	4.49202E-05	0.000136256	0	0.000164632	4.30288E-05
174.068	1.95591E-05	0.000644976	1.96546E-05	1.05415E-05	0
174.105	8.53938E-07	3.07125E-05	9.67672E-06	0	0
174.141	0.000131939	0.00015317	3.91579E-05	1.4043E-06	1.64318E-06
175.024	6.68674E-05	0.000170093	0	0.00026556	6.17577E-05
175.076	0.000279998	0.00097141	0.000148991	0.000201506	0
175.112	0	1.75872E-05	3.85182E-05	0	1.67826E-05
175.149	0.000460897	0.000296705	0.00011041	2.19423E-05	4.16488E-05
176.011	0	0	0	4.38887E-05	5.10573E-07
176.063	0.000250484	0.00118899	0.000216749	0.000256087	0
176.156	0.00011484	0.000184732	9.90212E-05	1.56438E-05	1.48674E-05
177.019	0	0	5.65245E-06	0.000176164	0.000019712
177.07	9.60677E-05	0.00129168	0.000222314	0.000239829	3.1621E-06
178.027	0	0	0	8.45356E-05	3.24297E-05
178.078	0.000577515	0.00142629	0.000344696	0.000197169	0
179.034	0	7.18893E-05	8.95202E-06	0.000189025	5.69753E-05
179.086	0.000535976	0.00127155	0.000359043	0.000223171	0
180.094	0.00027838	0.000911004	0.000231368	0.000190534	0
181.087	0	0.00183312	0.000171912	0.000290822	0
181.102	7.57136E-05	0	2.45986E-05	0	0
185.097	0.00031107	0.00102992	0.000318116	0.000186407	8.35231E-05
188.063	0.000117477	0.000702029	0.000140559	0.000204614	0
189.07	0.000505183	0.00151206	0.000268165	0.00029338	0
189.164	0.000304099	0.000326837	0.000166046	2.39809E-05	1.43683E-05
190.078	0.000216696	0.000923881	0.00019039	0.00018154	0
190.172	8.55526E-05	0.000122655	6.66742E-05	9.1065E-07	1.8321E-06
191.002	0	3.27572E-05	3.18477E-05	0.000140749	5.49338E-05
191.086	0.000335091	0.00107281	0.000294795	0.000229956	0
192	5.12904E-06	1.96873E-06	4.41801E-06	7.18057E-05	2.43571E-05
192.079	0.000227692	0.000742602	0.000175561	0.000145336	0
194.073	1.55091E-05	0.000438025	6.52725E-05	0.000160905	4.29316E-06
194.094	2.36072E-07	3.17253E-06	0	0	0
194.109	0.000236012	0.000371356	4.81375E-05	0	0
195.081	0	0.000610383	9.96759E-05	0.000203884	0
195.102	1.02824E-06	7.36934E-07	3.15389E-08	0	0
195.117	0.000315984	0.000438317	0.000134985	0	0
196.089	0.000118935	0.000723262	0.000167199	0.000115537	0
196.219	3.92701E-05	2.73337E-05	1.77196E-05	1.17876E-06	3.90602E-06
197.097	0	0.00087328	8.53974E-05	0.000208501	0
197.118	0.000132318	0	8.05195E-06	0	0
