PMF_Time_Start_UTC	PMF_Time_Stop_UTC	HOA	COA	BBOA	OOA1	OOA2	OOA3
14/05/2014 1:29	14/05/2014 3:29	0.3224372	0.19545345	0.04718045	0.6382342	0	0.5687291
14/05/2014 1:34	14/05/2014 3:34	0.20055047	0.20906152	0.030167309	0.5890124	0.001144399	0.634229
14/05/2014 1:38	14/05/2014 3:38	0.174666266	0.160567452	0.01295867	0.415419435	0	0.400463929
14/05/2014 1:43	14/05/2014 3:43	0.164128264	0.154192795	0.016421545	0.302155798	0.00362944	0.410755181
14/05/2014 1:48	14/05/2014 3:48	0.171378801	0.043440292	0.009745855	0.424810248	0	0.395936189
14/05/2014 1:52	14/05/2014 3:52	0.153477433	0.097872645	0.009190187	0.446690396	0	0.329427508
14/05/2014 1:57	14/05/2014 3:57	0.107638676	0.099922959	0.012196543	0.395646821	0	0.352963188
14/05/2014 2:02	14/05/2014 4:02	0.189564851	0	0.002595451	0.505910031	0	0.257105601
14/05/2014 2:06	14/05/2014 4:06	0.142443622	0.110305381	0.006055411	0.362731725	0.008470325	0.36422428
14/05/2014 2:11	14/05/2014 4:11	0.10646516	0.12720137	0.016706861	0.3527955	0	0.4468123
14/05/2014 2:16	14/05/2014 4:16	0.09447365	0.134130082	0.00518132	0.385013004	0.017928166	0.396760515
14/05/2014 2:20	14/05/2014 4:20	0.111605624	0	0.014059839	0.640353529	0	0.242893171
14/05/2014 2:25	14/05/2014 4:25	0.103633325	0	0.002539987	0.585814408	0	0.266926777
14/05/2014 2:30	14/05/2014 4:30	0.100401171	0.121390048	0.015653352	0.493072709	0	0.288650172
14/05/2014 2:34	14/05/2014 4:34	0.078210754	0.083336913	0.012297542	0.373616426	0.022967527	0.327838967
14/05/2014 2:39	14/05/2014 4:39	0.15823873	0.07571429	0.003155739	0.496296209	0.013663417	0.363471617
14/05/2014 2:44	14/05/2014 4:44	0.070062066	0.093272984	0.001205889	0.40850443	0.017102251	0.364235795
14/05/2014 2:48	14/05/2014 4:48	0.110767612	0	0.000601393	0.591761947	0	0.163565092
14/05/2014 2:53	14/05/2014 4:53	0.137882936	0.033763208	0.007853929	0.467572146	0	0.284140106
14/05/2014 2:58	14/05/2014 4:58	0.09015637	0	0.002864738	0.3958948	0	0.25306385
14/05/2014 3:02	14/05/2014 5:02	0.08979243	0.05473081	0.003426895	0.3430801	0.03854106	0.28651998
14/05/2014 3:07	14/05/2014 5:07	0.10530111	0	0.004631679	0.5089239	0	0.19678738
14/05/2014 3:12	14/05/2014 5:12	0.05892108	0.05639303	0	0.557597	0	0.28599174
14/05/2014 3:16	14/05/2014 5:16	0.08125596	0.09728885	0.000290456	0.4275923	0.05268667	0.4102416
14/05/2014 3:21	14/05/2014 5:21	0.12105128	0	0.002113239	0.7693394	0	0.22644012
14/05/2014 3:26	14/05/2014 5:26	0.08873223	0.12161176	0.001671098	0.4919731	0.04749076	0.4387926
14/05/2014 3:30	14/05/2014 5:30	0.11230959	0	0.006629195	0.837124	0	0.20726631
14/05/2014 3:35	14/05/2014 5:35	0.06762123	0.12705133	0.010120229	0.5969205	0	0.409479
14/05/2014 3:40	14/05/2014 5:40	0.05205799	0.11166014	0.000496301	0.4828529	0.08385407	0.3739933
14/05/2014 3:44	14/05/2014 5:44	0.09619021	0.08201515	0.015641794	0.4662555	0.08264941	0.4553652
14/05/2014 3:49	14/05/2014 5:49	0.1450521	0.0612281	0.003822796	0.5656043	0.08261655	0.4199942
14/05/2014 3:54	14/05/2014 5:54	0.108531	0.09044901	0.014227202	0.6385752	0	0.3751217
14/05/2014 3:58	14/05/2014 5:58	0.132459249	0.074994941	0.005767311	0.507025008	0.025923088	0.47115481
14/05/2014 4:03	14/05/2014 6:03	0.09558235	0.053326929	0.00144442	0.529567655	0.008744599	0.416684473
14/05/2014 4:08	14/05/2014 6:08	0.07454136	0.10260287	0.001422804	0.5477948	0.026183344	0.4159921
14/05/2014 4:12	14/05/2014 6:12	0.10460733	0.07718845	0.002864778	0.5242007	0.03387184	0.4666709
14/05/2014 4:17	14/05/2014 6:17	0.18975596	0.13144217	0.003885974	0.4267553	0.09884226	0.4908137
14/05/2014 4:22	14/05/2014 6:22	0.150980839	0.102601721	0.004292272	0.427363918	0.139020359	0.422068682
14/05/2014 4:26	14/05/2014 6:26	0.087745364	0.053137343	0.00497998	0.599975915	0	0.432619822
14/05/2014 4:31	14/05/2014 6:31	0.22440342	0.0637267	0.002110058	0.53785	0.06626095	0.4317091
