PMF_m/z	HOA	COA	BBOA	OOA1	OOA2	OOA3
60.0575	5.22915E-06	0	0.000236302	0	0	0
61.0289	0.00036751	0.00114974	0.00172747	1.34E-03	0.00112715	0.00117444
61.9826	1.18709E-06	2.70112E-06	5.03594E-05	0	0	0.000157287
62.0157	0.00104892	0.0010921	0.00122871	0.00114282	0.000948958	0.000894455
62.9905	5.08468E-05	7.97157E-05	0	1.52E-05	0.000106045	0.00042413
63.0235	0.00277562	0.0028784	0.00338613	0.00272019	0.00202047	0.00194232
64.0313	0.00120118	0.000863574	7.97103E-10	0.000759148	0.000688194	0.000279003
65.0391	0.00603713	0.00626044	0.00628423	0.00493574	0.00390239	0.0031369
66.0106	6.42973E-05	0.000190607	7.40308E-11	0.000432782	0.000456313	0.000512242
66.047	0.0024484	0.00331888	0.00218624	0.00222104	0.00228343	0.00164646
67.0184	7.65333E-12	0	9.80189E-12	0.000567454	0.000990208	0.000791174
67.0548	0.0303246	0.0255168	0.00567681	0.00818815	0.00677532	0.00417659
67.9898	1.07407E-11	0.000100513	2.20139E-11	0.00022377	0.000258291	0.00043562
68.0262	1.27717E-10	0.00201419	0.0024184	0.00273263	0.00328776	0.00281183
68.0626	0.0084223	0.00790495	0.00350236	0.00214575	0.00212403	0.00133822
68.9977	8.13146E-11	0.000737674	0.00166917	0.00176	0.002354	0.0024131
69.034	0.000878567	0.00266635	0.00492826	0.00475449	0.00567089	0.00312482
69.0704	0.0451064	0.0188641	0.00674885	0.00526757	0.00326831	0.00278191
70.0055	4.51219E-10	0.000227156	0.000535866	0.000664919	0.000938295	0.00113337
70.0419	7.58832E-11	0.00300727	0.00421947	0.00334979	0.00341451	0.00167253
70.0782	0.0104156	0.00500853	0.00282021	0.00102374	0.000393757	0.000777782
71.0133	1.02352E-10	0.00101539	0.00213319	0.00258797	0.00442012	0.0035095
71.0497	0.000971987	0.00415415	0.00497133	0.00600581	0.00475005	0.00207434
71.0861	0.0324648	0.0064217	4.73032E-10	0.000521438	0.000432755	0.00104153
72.0211	0.000055819	0.000495174	0.000882043	8.49E-04	0.00148968	0.00114487
72.0575	0.000196657	0.000753345	0.000291528	0.00144318	0.000921502	0.000650028
72.0939	7.04612E-11	4.49233E-05	2.6327E-11	8.95059E-05	0	2.53274E-05
73.0078	2.58928E-10	0	0.000636234	3.33909E-06	0	0.000120288
73.029	7.58521E-10	0.00630958	0.00744293	0	0.00397816	0.001357
73.0402	1.50382E-05	0.00108647	2.39513E-11	0.00101543	0.000548909	0.00117331
73.0653	7.59428E-05	0.000618599	0.00120222	0.000355243	0.000358125	0.000198143
74.0156	7.75E-04	0.000689421	0.00100097	0.000630695	0.000568228	0.000603098
74.0368	0.000348805	0.000944025	1.42E-03	0.00136772	0.00153679	0.00108241
74.0732	5.32292E-05	5.2082E-06	0.00020069	9.63901E-05	4.13176E-05	1.65956E-05
75.0235	0.000774674	0.000738038	0.00111128	0.000670239	0.000500948	0.000641555
75.9441	4.73742E-10	9.2637E-06	1.66526E-05	1.98221E-05	0.000014407	7.32689E-05
76.0035	0	2.68765E-05	0	0.000111194	0	2.66867E-05
76.016	1.26213E-09	0	0.000124386	0	0.000923967	0.000180823
76.0313	0.00105908	0.00124697	0.0013775	0.00119621	0.000826739	0.00096888
77.0027	5.72E-09	0	1.98349E-07	0	1.49374E-05	0.000061886
77.0391	0.00934648	0.00820491	0.00936819	0.00648567	0.0041367	0.00345979
77.9775	0	0.000139566	0.000302431	0.00015427	0	0.000984108
78.047	0.00322131	0.00413576	0.00211022	0.00204044	0.00162156	0.00141537
78.9854	1.18909E-10	0.000364032	0.000368342	0.000615666	0	0.00284057
79.0184	5.67185E-11	0	0.000339941	3.60365E-05	0.000221366	0.000361486
79.0548	0.0154856	0.0131823	0.00924063	0.00672378	0.00481649	0.0032217
80.0262	0.000276333	0.000207025	0.00142898	0.000682369	0.000833936	0.00100082
80.0626	0.00355044	0.00391953	0.00236129	1.13E-03	0.00120452	0.000598298
81.034	0.000337675	0.0022559	0.00367201	0.00252951	0.00309324	0.00154999
81.0704	0.0252809	0.013752	0.00611352	0.00432416	0.0026013	0.00185539
82.0055	3.28286E-07	0.000224353	0.000212276	0.000436272	0.000630977	0.000525865
82.0419	0.000419427	0.00134897	0.00228003	0.00242867	0.00310024	0.00125366
82.0782	0.00635087	0.00420566	0.00193412	0.00106615	0.000717183	0.000555582
83.0133	3.98061E-11	0.000214833	0.000977863	0.000664779	0.000944759	0.000990982
83.0497	0.000546559	0.00370238	0.0054376	0.00450654	0.00342838	0.00186731
83.0861	0.0232564	0.00817925	1.16E-03	1.04E-03	0.000831937	0.000835141
84.0211	9.66E-11	0.000404676	2.38958E-11	0.000980169	0.00165001	0.00117527
84.0575	1.40755E-10	4.01E-03	2.37E-03	1.48E-03	1.46E-03	0.0006777
84.0939	1.78E-04	0.00328102	1.28183E-10	0.000920699	0	0.00054632
85.029	5.3358E-11	0.00244502	3.24E-03	0.00298053	0.00487027	0.00306064
85.0653	0.000570979	0.00208608	0.00114617	0.00153031	0.00150887	0.000568191
85.1017	0.0165223	0.00271877	6.33315E-10	3.89017E-05	0.000154799	0.000461609
86.0156	0.000299214	0.000167773	0.000120342	0.00020426	0.000269906	0.000171769
86.0368	8.83482E-11	0.000546193	0.000681856	0.00097378	0.00148368	0.000907728
86.0732	0.000202777	0.000250581	4.14444E-05	0.000352597	0.000254146	0.000146668
86.1096	9.91277E-06	5.07424E-05	3.22578E-05	6.50706E-05	0	0.000028398
87.0082	4.59355E-11	0.00026618	1.71816E-05	0.000285725	0.00150834	0.000752599
87.0235	0.000396833	0.000130789	0.000522548	8.34801E-05	0.000321859	4.90988E-05
87.0446	0.000338331	0.0012426	0.00150619	0.00129908	0.00181342	0.000838933
87.081	5.19837E-05	0.000204822	0.000152367	0.000145829	0.000107891	2.58725E-05
88.0035	1.57492E-05	0	9.76E-05	5.13557E-06	0.000162442	5.17504E-05
88.0313	0.000251449	0.00027579	0.000584347	0.000213326	0.000428897	0.000238454
88.0524	0.000158017	0.000185056	0.000862684	0.000275672	0.000341505	0.000184094
88.0888	0.000164889	0	0.000614451	4.43983E-05	5.11564E-06	5.66603E-06
89.0113	2.48562E-05	2.53603E-05	0.000283229	1.09956E-05	0	7.17579E-06
89.0239	6.92158E-11	0	0.000305965	0	0.000972415	3.81348E-11
89.0391	0.00141579	0.00143641	1.46E-03	1.33E-03	8.75E-04	0.000877094
90.0191	3.26E-05	2.41371E-06	6.21E-04	1.25E-05	3.73E-05	6.32252E-07
90.0317	2.40557E-09	0	0.00024728	0	0.000182008	0
90.047	0.000337722	0.000554548	0.000434779	0.000525687	0.00038638	0.000321518
91.0184	0	0	0.00E+00	0.00E+00	8.21608E-08	3.07332E-06
91.0548	1.39E-02	0.00978208	0.01006	0.00610628	0.00367128	0.00305015
92.0262	3.24934E-11	0.000134127	9.69E-09	0.00021963	0.000274191	0.00028465
92.0626	0.00238875	0.00172526	7.98E-04	0.000887629	0.000585342	0.000487231
93.034	1.05379E-11	5.00562E-05	1.98206E-11	0.00028049	4.27E-04	0.000309276
93.0704	9.49E-03	0.00511847	0.00418563	0.00301796	0.00151407	0.0011473
94.0419	1.31248E-10	0.000918361	8.43E-04	0.00103325	0.00113135	0.000867909
94.0782	2.36E-03	0.00157507	6.78E-04	0.000703196	0.000491885	0.000293016
95.0133	2.85137E-11	0.000224298	0.000437652	0.000402019	0.00036115	0.0005089
95.0497	0.000139431	0.00164646	0.00365753	0.00268222	0.00266568	0.0014367
95.0861	0.0177558	0.00748467	0.00291393	0.00201795	0.00111709	0.000947311
96	1.89523E-11	0.000214578	1.57049E-11	0.000415135	0.000196049	0.000915195
96.0297	0.000148772	0.000138317	0.00243475	0.000514261	0.000684196	0.000547807
96.0575	1.7813E-11	0.00107031	0.000102979	0.00103286	0.00122265	0.000567693
96.0939	0.00211151	0.00187076	1.19637E-10	0.000465317	0.000189532	0.000206551
97.029	4.70449E-11	0.000674351	1.72927E-05	0.00162958	0.0022761	0.00133798
97.0653	6.86635E-11	0.00288422	0.00599609	0.00157858	0.00151767	0.000644162
97.1017	0.0153711	0.00336165	0.00300262	0.000195626	0.000242811	0.000569957
98.0156	1.03687E-05	0.000199271	5.19674E-11	0.000285697	0.000722047	0.0012456
98.0368	5.39449E-11	0.000459736	8.15862E-12	0.00117831	0.00165541	0.00017386
98.0732	0.00054904	0.00308171	4.15112E-11	0.00058755	0.000550369	0.000238004
98.1096	0.00123995	0.000477318	0.00025317	0.000039428	0	2.18746E-05
98.9956	0	0.000161355	0.000117423	0.000237505	0.00053037	0.000483753
99.0235	0.000324505	5.44409E-05	5.44691E-11	0	0.000607439	6.23126E-05
99.0446	2.61243E-11	0.00117582	0.00241359	0.00271906	0.00317481	0.00142674
99.081	0.000109194	0.000983996	2.83822E-11	0.000640715	0.000441032	0.000144405
99.1174	0.00280401	0.000261975	7.11937E-10	0	0	8.23409E-05
100.004	2.01369E-05	5.92352E-05	0	0.000115337	0.000325178	0.000301348
100.031	3.34334E-10	0.00026405	2.58212E-11	0.00016074	0.000665663	0.000223238
100.052	7.59404E-11	0.000513012	1.4157E-11	0.000568636	0.000766763	0.000316724
100.089	4.81794E-06	0.000114504	6.92195E-11	7.34887E-05	5.70274E-05	9.83042E-07
101.024	3.18289E-06	0.000433234	0.000209244	0.000482542	0.00205119	0.000882545
101.039	0.000427802	0.000176417	0.000413461	5.11615E-05	0.000551228	0
101.06	1.32166E-10	0.000657423	7.94101E-06	0.000643895	0.000695058	0.000216174
101.097	2.54729E-05	0.0000452	0.00017992	2.91214E-05	2.41078E-05	0
102.011	8.10987E-06	4.44738E-06	0	6.96357E-07	0	2.05212E-06
102.019	3.19101E-05	0	0.00098109	0	0.000349628	5.95217E-05
102.047	0.000704028	0.000777044	0.000550911	0.000633876	0.00065616	0.000447364
102.104	5.4644E-06	5.8671E-06	1.94995E-05	9.58019E-06	7.95085E-06	2.72129E-06
103.018	1.83344E-09	0.000041536	1.23951E-09	0.000121982	0.000294823	0.00022508
103.055	0.00169696	0.00149777	0.00156734	0.00120673	0.000888848	0.000740985
104.026	2.49039E-11	0.000267855	2.53448E-10	0.000379532	0.000265808	0.000359892
104.063	0.00149989	0.00138148	0.0010598	0.000540914	0.000372106	0.000333956
105.07	0.00801599	0.00351837	0.00289232	0.00212085	0.0010068	0.000889359
106.042	3.07899E-11	0.000459008	4.63029E-11	0.00048772	0.00029429	0.000276988
106.078	0.00174862	0.000727099	0.000223538	0.000473957	0.000340618	0.00023369
107.05	1.9439E-11	0.00123217	2.19817E-11	0.00104594	0.00103279	0.000582157
107.086	0.00543052	0.00212777	0.00157109	0.00154298	0.000615716	0.000520822
108	9.16348E-06	4.57861E-06	0	1.37861E-06	0	0.000011457
108.058	0.000145098	0.000620874	0.000957529	0.000691657	0.000813545	0.000447654
108.094	0.00143511	0.000456787	0.000512373	0.000523239	0.00014391	0.000146781
109.029	1.42664E-11	0.000335564	4.56719E-11	0.00040565	0.000638401	0.000433196
109.065	3.89794E-05	0.000935361	0.00188017	0.00151751	0.00123338	0.000621645
109.102	0.00886465	0.00296813	0.00108441	0.00091279	0.000405066	0.000372845
110.037	7.0676E-11	0.000394701	0.000957829	0.000568242	0.000856794	0.000586839
110.073	0.000100603	0.000546721	0.000406265	0.000499738	0.000499422	0.00018202
110.11	0.00110166	0.000516634	0.000251834	0.000104915	2.98595E-05	4.31312E-05
111.023	9.52959E-05	0	8.68011E-11	0	0.000180968	7.52658E-05
111.045	2.28592E-11	0.000889238	0.000942597	0.00139401	0.00203639	0.000831763
111.081	0.000343866	0.00147997	0.00031058	0.000847326	0.000625846	0.000188028
111.117	0.00534821	0.00068367	3.77331E-10	8.13524E-05	7.97151E-05	0.000168379
112.004	2.94228E-05	0.000020384	0	5.99145E-05	0.000126503	9.34393E-05
112.031	1.84047E-05	9.57913E-05	9.57454E-11	6.75277E-05	0.000318214	9.71309E-05
112.052	5.91235E-11	0.000439914	0.000227433	0.000476575	0.000840201	0.000311154
112.089	5.74581E-05	0.000619291	8.63884E-11	0.00013711	0.000162502	9.7439E-06
112.125	0.000588706	0.000123447	8.61033E-05	0.000047801	0	5.76664E-05
113.003	3.91882E-05	5.02164E-05	0	0.000126336	0.000309957	0.000187175
113.039	0.0002415	0.000296049	0.000664117	0.000440944	0.000975014	0.000555647
113.06	3.18015E-11	0.000807258	2.13881E-05	0.000641362	0.000784823	0.000155462
113.097	7.64784E-05	0.000556331	6.32617E-05	0.000162021	0.000213316	2.19653E-05
113.133	0.00137666	4.05076E-05	4.27688E-10	0	0	5.42664E-05
114.019	1.63779E-05	9.50796E-06	0.000140054	7.78681E-06	3.77584E-05	1.85966E-05
