PMF_Time_Start_UTC	PMF_Time_Stop_UTC	HOA	BBOA	OOA1_BB	OOA2_BB-aq
18/11/2011 8:17	18/11/2011 8:22	3.367471867	3.733407702	1.441674701	0.096306559
18/11/2011 8:22	18/11/2011 8:36	2.575866801	3.475671586	1.123634721	0.352661092
18/11/2011 8:36	18/11/2011 9:39	3.100173502	3.348497757	1.206385214	2.29665E-06
18/11/2011 9:39	18/11/2011 9:58	0.860088261	2.180340657	0.79642215	8.89075E-07
18/11/2011 9:58	18/11/2011 10:02	1.186390374	2.46041151	0.798497934	0.005722738
18/11/2011 10:02	18/11/2011 10:07	1.058621961	1.963719185	0.849108267	0.023398587
18/11/2011 10:07	18/11/2011 10:12	1.046822101	2.004295837	0.74850996	6.31581E-07
18/11/2011 10:12	18/11/2011 10:16	0.992361992	2.695598106	0.675866805	2.02149E-07
18/11/2011 10:16	18/11/2011 10:21	0.576593696	2.250544742	0.684006651	0.046358481
18/11/2011 10:21	18/11/2011 10:26	0.547485421	2.440682888	0.705500168	1.64523E-07
18/11/2011 10:26	18/11/2011 10:30	0.46503626	2.111559151	0.785728185	3.94582E-07
