PMF_Time_Start_UTC	PMF_Time_Stop_UTC	HOA	BBOA	OOA1_BB	OOA2_BB-aq	OOA3
29/01/2013 15:48	29/01/2013 15:53	0.329067606	0.888808822	0.704292378	4.007413922	2.901067148
29/01/2013 15:54	29/01/2013 15:58	0.715802913	1.012918157	0.78314788	4.342362441	2.823554934
29/01/2013 15:57	29/01/2013 16:02	0.952430926	0.930073924	1.068698491	4.460869884	2.699566542
29/01/2013 16:02	29/01/2013 16:07	0.785548676	0.84884652	1.206517016	4.417370039	2.824766777
29/01/2013 16:08	29/01/2013 16:12	0.568060536	0.843090741	1.240418235	4.361161194	2.374985087
29/01/2013 16:11	29/01/2013 16:16	0.681697518	1.078060948	1.19809885	4.352791768	2.402953755
29/01/2013 16:16	29/01/2013 16:21	0.591039655	0.926343223	1.444906773	4.467580732	2.49735874
29/01/2013 16:22	29/01/2013 16:26	0.839826662	0.6978276	1.25178471	4.636755574	2.905016454
29/01/2013 16:25	29/01/2013 16:30	0.574541786	0.591031418	1.105259695	4.451369249	2.948036232
29/01/2013 16:30	29/01/2013 16:35	0.91606141	0.58983936	1.043927622	4.416189842	2.89011763
29/01/2013 16:36	29/01/2013 16:40	1.191299468	0.441265241	1.230145956	4.326991319	2.967493092
29/01/2013 16:39	29/01/2013 16:44	0.786668443	0.773024209	0.930597497	4.69079061	2.559384101
29/01/2013 16:44	29/01/2013 16:49	0.845224612	0.593255571	1.170534524	4.366337782	2.68312365
29/01/2013 16:50	29/01/2013 16:54	0.739051744	0.697906789	1.041464436	4.60741305	2.776993734
29/01/2013 16:53	29/01/2013 16:58	0.787285954	0.664794333	0.851050558	4.77519377	2.687899275
29/01/2013 16:58	29/01/2013 17:03	0.8813743	0.844501868	0.889596327	4.78633236	2.622472954
29/01/2013 17:04	29/01/2013 17:08	0.815645173	0.719702192	0.995797883	4.470986995	2.681524324
29/01/2013 17:07	29/01/2013 17:12	0.757266675	0.841195233	0.968965681	4.174287478	2.746185099
29/01/2013 17:12	29/01/2013 17:17	0.695720001	1.087201744	1.053881044	4.425053816	2.446044211
29/01/2013 17:18	29/01/2013 17:22	1.021602	0.828353809	1.068762143	4.508605146	2.774128209
29/01/2013 17:21	29/01/2013 17:26	1.116874137	0.697890588	1.202933145	4.493463997	2.923437245
