PMF_m/z	HOA	BBOA	OOA1_BB	OOA2	OOA3_BB-aq
46.0419	2.27579E-05	0	0.000014792	0.000287363	0
46.9955	1.37376E-05	0	0.000159982	0.000241908	0.000340832
47.0133	6.83714E-05	0.000647661	0.00147433	0.00179225	0.00280033
48	9.31512E-05	0	0.000832547	0.000760184	0.00180673
49.0078	7.18195E-11	0.001247	0.000836573	0.000871507	0.000434332
50.0157	0.00406811	0.00582884	0.00484233	0.00458913	0.00289135
51.0235	0.00668964	0.00938839	0.00703579	0.00575515	0.00410664
51.9949	2.21E-10	0.000211505	0.000206656	0.000307155	0.000251366
52.0187	1.92133E-09	0.00130186	0.000161069	0.000394546	0.000354761
52.0313	0.00307685	0.00485672	0.00367464	0.00359602	0.00199428
53.0027	1.72124E-10	0.00338679	0.00221887	0.00324157	0.0024685
53.0391	0.012209	0.0110073	0.0111795	0.00775699	0.00692732
54.0106	2.7289E-10	0.00162047	0.00183617	0.00299921	0.00202376
54.0218	0	0.00165576	0.000476992	0.000438074	0.000723674
54.047	0.0111865	0.00719611	0.00576462	0.00344374	0.00179311
55.0184	0.0020166	0.0241325	0.0185684	0.017748	0.0185224
55.0548	0.0758934	0.0221422	0.0233934	0.00923165	0.00852702
55.9898	1.68669E-10	0.000188095	0.000374123	0.000648906	0.0003866
56.0262	1.76952E-09	0.00625928	0.00390426	0.00460415	0.00471015
56.0626	0.0218854	0.0045783	0.0066488	0.00220023	0.00272242
57.034	1.48E-03	0.0139708	0.00878578	0.00866138	0.0104885
57.0704	0.0688205	0.00661059	0.00938079	0.00258167	0.000205082
58.0055	1.99857E-10	0.00114029	0.00133454	0.00252373	0.00160539
58.0419	0.00028963	0.0052018	0.00629106	0.00379834	0.00758133
58.0783	3.67898E-11	0.00142361	0.000884747	6.0832E-06	0.0010795
59.0133	1.99962E-05	0.00172433	0.000890365	0.00147368	0.00119621
59.0497	0.000187782	0.00315058	0.00384625	0.0026114	0.00572668
59.967	3.85766E-05	2.89532E-05	0.000133832	0.000148356	0.000016349
60.0211	0.000616963	0.0106903	0.00499341	4.10E-03	0.00516954
60.0449	0.000148357	0.00081973	0.000219377	0.000121371	0.000713624
60.0575	5.09927E-06	0	7.88751E-07	1.55458E-06	0
61.0078	0.000347203	0.000640592	0.000412316	4.56E-04	0.000208047
61.0289	0.000230278	0.00261132	0.00152096	0.00119325	0.00200273
61.9826	3.47272E-06	0	4.72721E-05	9.28549E-05	1.84638E-05
62.0157	0.000974985	0.00184518	0.00105621	0.00100458	0.000707884
62.0368	6.67684E-12	0.000272806	0.00010531	6.28052E-05	0.000166543
62.9905	0.000275973	0.000107678	0	0.000218112	0
63.0235	0.00264852	0.00473486	0.00244298	0.0021341	0.00133339
64.0313	0.00117134	0.00156524	0.000572253	0.000588725	0.000439124
65.0391	0.00634669	0.00703101	0.00515109	0.00373828	0.00292117
66.0106	3.52077E-05	0.000852171	0.000338257	0.000560409	0.000370741
66.047	0.0026149	0.00310115	0.00240807	0.00196287	0.00142977
67.0184	7.46324E-12	0.00124611	0.000488412	0.00108803	0.000936462
67.0548	0.032339	0.0125834	0.0128668	0.00603285	0.0046162
67.9898	3.14211E-11	0.00021448	0.000211432	0.000471456	0.000271845
68.0262	1.24544E-10	0.00397775	0.00251232	0.00334774	0.0025771
68.0626	0.00866529	0.0044621	0.00346875	0.00162026	0.0010824
68.9977	2.64317E-11	0.00230843	0.00164911	0.00316286	0.00200548
69.034	0.000856746	0.00589794	0.00422818	0.00480419	0.00517385
69.0704	0.0432532	0.00925071	0.0103219	0.00330087	0.00274241
70.0055	4.40012E-10	0.000844786	0.000654777	0.00137448	0.000884109
70.0419	7.39984E-11	0.00415367	0.00290344	2.41E-03	0.00306218
70.0782	0.00959583	0.00198782	0.00244956	0.00044951	0.000622417
71.0133	3.32708E-11	0.0040008	0.00256743	0.00500712	0.00374102
71.0497	0.000947845	0.00530926	0.00555644	0.00333075	0.00700437
71.0861	0.0285605	0.0020096	0.00332287	0.000596445	0
72	1.66633E-10	8.10604E-06	0.000010623	8.38778E-06	0
72.0211	0.000018143	0.00133794	0.000845941	0.00156126	0.0012351
72.0575	6.39E-05	0.00115358	0.00112949	0.000860997	0.00149515
73.0078	2.52497E-10	0.0001177	2.36E-04	0.000163724	0
73.029	7.39681E-10	0.00770198	0.00189465	0.00264567	0.00315579
73.0402	1.46647E-05	0.00140425	0.000947034	0.000700624	0.000751341
73.0653	7.40566E-05	0.000626508	0.000385176	0.000285664	0.000436659
74.0156	0.000767985	0.00133014	0.00063976	0.000745032	0.000479186
74.0368	0.000257499	0.00207312	0.00128255	0.00147165	0.0019586
74.0732	5.19071E-05	4.39516E-05	3.21862E-05	2.83131E-07	0.000143299
75.0235	7.24E-04	0.00153201	0.000613477	0.000687354	0.000503216
75.0446	1.09311E-11	0.000851696	0.000492774	0.000340295	0.000594974
76.016	1.23079E-09	0.000289649	7.12549E-05	0.000737661	0.000488684
76.0313	0.000938457	0.00226053	0.00100328	0.000970348	0.000609178
77.0027	5.58111E-09	0.000169791	0	0.000140284	0.000090183
77.0391	0.00942424	0.00894951	0.00698772	0.00414217	0.00383066
77.9775	0.000427343	9.56826E-06	0.000197134	0.000576743	0
78.047	0.00355834	0.00359041	0.00237072	0.00164983	0.000612816
78.9854	3.47854E-10	0.000684955	0.000689939	1.43E-03	0.000347728
79.0184	5.53098E-11	0.000673402	6.08578E-05	0.00033758	0.000233973
79.0548	0.0165795	0.00829067	0.00889324	0.00427503	0.00391202
80.0262	0.00026947	0.00105067	0.000486529	0.00076616	0.000556809
80.0626	0.0038387	0.00242459	0.001778	0.000951557	0.000707074
81.034	0.000329288	0.00390284	0.00235434	0.00231732	0.00224647
81.0704	0.0257313	0.00661798	0.00766922	0.00232551	0.00272707
82.0055	1.06713E-07	0.000579139	0.000394177	0.000759304	0.00054538
82.0419	0.000278742	0.00269778	1.91E-03	1.97E-03	0.00210909
82.0782	5.93E-03	0.00224846	0.00190246	0.000504474	0.000658824
83.0133	1.29395E-11	1.07E-03	6.85E-04	1.27E-03	9.17E-04
83.0497	6.59E-04	0.00407069	0.00452285	0.0025574	0.00505939
83.0861	0.0214818	0.00333942	3.43E-03	0.000876861	0.000326801
84.0211	3.1385E-11	0.00140404	0.000805345	0.00163269	0.00110957
84.0575	1.37259E-10	0.00365038	0.00201972	0.000842069	0.00145019
84.0939	0.000173497	0.00361594	0.00148457	0.000134066	0.000171349
85.029	5.20327E-11	0.00413241	0.00291247	0.00453059	0.00436401
85.0653	0.000556797	0.00176801	0.00162676	0.000969256	0.00168949
85.1017	0.014168	0.000726785	0.00141622	0.000347575	0
86.0156	0.000291782	0.000552395	0.000114564	0.000326432	0.000184603
