	slope	intercept	low_slope	high_slope
0	6.431876024590163e-06	0.020403516619259102	2.705648299939279e-07	1.2647928655611426e-05
1				
2	-7.299291129092117e-06	0.03996520011436268	-1.0621590749649386e-05	-3.981848456923847e-06
3			0.0006094314828295674	0.0029076119276571707
4	-0.0010691621949125043	0.18331307891980286	-0.0012639523595887956	-0.0008909933251496087
5	-3.080200007906365e-05	0.10618809477205865	-4.0328528904227785e-05	-2.187646336885094e-05
6	-3.791024576822963e-07	0.023665372272867836	-1.0163042767491851e-05	9.075230885588557e-06
7	3.093161495678765e-06	0.04856330372329531	-6.414344783715007e-07	6.814658789529326e-06
8	-0.0014587084635126774	0.327132932673624	-0.004176690000000004	0.0020317105142857133
9	6.04967320261438e-06	-0.0015055673202614382	4.759971583652619e-06	7.3949697480881705e-06
10	-7.823532110078462e-07	0.008495419470005362	-1.1252480924222597e-06	-4.411575354587675e-07
11	-5.749962668593464e-07	0.111911215330621	-1.1613924186980754e-05	1.1574792877682471e-05
12	0.002299846177513661	0.7608385471899317	0.001068522964874031	0.0035076063748582767
13			-7.029737766121309e-05	-1.916023228224627e-05
14	1.1327119749502227e-05	0.0645399288193818	-8.001697705657082e-06	3.621697216452015e-05
15	-5.977624255603878e-06	0.04116954102419426	-8.541639748575242e-06	-3.6921869716183568e-06
16				
17	1.2918666403505296e-05	0.08533523602826353	-3.412996777658311e-07	2.626901368436006e-05
18			-1.6237503218431024e-06	4.294507752458584e-06
19	-2.541951608022161e-05	0.05049516855355156	-3.052153074903262e-05	-2.0453358485119653e-05
20	0.012582619994685287	0.1718523870036349	0.0016651185490994536	0.020394826434439496
21	-3.2901837855883074e-06	0.03848525001389742	-7.860987044817917e-06	1.1836116110223448e-06
22	-0.00018504387062410658	0.10029893850229629	-0.00023146675865904392	-0.0001435393225832683
23	-5.008767287488599e-05	0.02756134591464206	-0.00010303099651257096	-8.599887315470408e-06
24	-2.5031595010043143e-05	0.029834163580382385	-3.896063515077674e-05	-1.1879547612670072e-05
25	0.004561654547491041	0.15951818823170394	-0.001663003963744588	0.011612699363425927
26	-1.21403356053281e-05	0.04366461812246878	-1.618090988509833e-05	-8.21622525706941e-06
27			0.0005855315610121501	0.0009378666264013453
28	-1.5197652694316455e-05	0.050531086925746906	-3.78510833333332e-05	7.0088259013981e-06
29			3.391328782408926e-06	5.589514828216001e-06
30	-5.877710875472901e-06	0.023625921256860447	-1.2121133221042736e-05	2.0578255533839063e-07
31	-2.326237714661753e-05	0.04847053745717291	-3.211370914412271e-05	-1.5102641667338867e-05
32			-5.002830034109357e-06	0.00011547107984607979
33	-0.000429410654761906	0.048141425803571454	-0.0009028507658313908	2.288105775418275e-05
34	5.3069601530688503e-05	0.03482420440512168	4.099041534961507e-05	6.573619757440848e-05
